domain_domain_interaction	count_new	frequency	domain_1	domain_2	domain1_description	domain2_description
Par3_HAL_N_term--Pkinase	1	3.1675641431739e-05	Par3_HAL_N_term	Pkinase	N-terminalofPar3andHALproteins	Proteinkinasedomain
Peptidase_C14--Pkinase	1	3.1675641431739e-05	Peptidase_C14	Pkinase	Caspasedomain	Proteinkinasedomain
Peptidase_M1--Pkinase	1	3.1675641431739e-05	Peptidase_M1	Pkinase	PeptidasefamilyM1domain	Proteinkinasedomain
Peptidase_M14--Pkinase	2	6.3351282863478e-05	Peptidase_M14	Pkinase	Zinccarboxypeptidase	Proteinkinasedomain
Peptidase_M16--Pkinase	1	3.1675641431739e-05	Peptidase_M16	Pkinase	Insulinase(PeptidasefamilyM16)	Proteinkinasedomain
Peptidase_M16_C--Pkinase	1	3.1675641431739e-05	Peptidase_M16_C	Pkinase	PeptidaseM16inactivedomain	Proteinkinasedomain
Peptidase_M16_M--Pkinase	1	3.1675641431739e-05	Peptidase_M16_M	Pkinase	Middleorthirddomainofpeptidase_M16	Proteinkinasedomain
Peptidase_M28--Pkinase	2	6.3351282863478e-05	Peptidase_M28	Pkinase	PeptidasefamilyM28	Proteinkinasedomain
Peptidase_M3--Pkinase	1	3.1675641431739e-05	Peptidase_M3	Pkinase	PeptidasefamilyM3	Proteinkinasedomain
Peptidase_S74--Pkinase	1	3.1675641431739e-05	Peptidase_S74	Pkinase	Chaperoneofendosialidase	Proteinkinasedomain
PhoLip_ATPase_C--Pkinase	1	3.1675641431739e-05	PhoLip_ATPase_C	Pkinase	Phospholipid-translocatingP-typeATPaseC-terminal	Proteinkinasedomain
Phospholip_A2_1--Pkinase	1	3.1675641431739e-05	Phospholip_A2_1	Pkinase	PhospholipaseA2	Proteinkinasedomain
Pkinase--Pkinase	5	0.000158378207158695	Pkinase	Pkinase	Proteinkinasedomain	Proteinkinasedomain
bZIP_1--Pkinase	1	3.1675641431739e-05	bZIP_1	Pkinase	bZIPtranscriptionfactor	Proteinkinasedomain
c-SKI_SMAD_bind--Pkinase	3	9.5026924295217e-05	c-SKI_SMAD_bind	Pkinase	c-SKISmad4bindingdomain	Proteinkinasedomain
cNMP_binding--Pkinase	2	6.3351282863478e-05	cNMP_binding	Pkinase	Cyclicnucleotide-bindingdomain	Proteinkinasedomain
eIF-5_eIF-2B--Pkinase	1	3.1675641431739e-05	eIF-5_eIF-2B	Pkinase	DomainfoundinIF2B/IF5	Proteinkinasedomain
empty--Pkinase	395	0.0125118783655369	empty	Pkinase	NA	Proteinkinasedomain
fn3--Pkinase	1	3.1675641431739e-05	fn3	Pkinase	FibronectintypeIIIdomain	Proteinkinasedomain
hEGF--Pkinase	1	3.1675641431739e-05	hEGF	Pkinase	Humangrowthfactor-likeEGF	Proteinkinasedomain
ABC_membrane--Pkinase_C	1	3.1675641431739e-05	ABC_membrane	Pkinase_C	ABCtransportertransmembraneregion	ProteinkinaseCterminaldomain
ABC_tran--Pkinase_C	1	3.1675641431739e-05	ABC_tran	Pkinase_C	ABCtransporter	ProteinkinaseCterminaldomain
BRE--Pkinase_C	1	3.1675641431739e-05	BRE	Pkinase_C	Brainandreproductiveorgan-expressedprotein(BRE)	ProteinkinaseCterminaldomain
CSD--Pkinase_C	1	3.1675641431739e-05	CSD	Pkinase_C	'Cold-shock'DNA-bindingdomain	ProteinkinaseCterminaldomain
FHA--Pkinase_C	2	6.3351282863478e-05	FHA	Pkinase_C	FHAdomain	ProteinkinaseCterminaldomain
Guanylate_cyc--Pkinase_C	1	3.1675641431739e-05	Guanylate_cyc	Pkinase_C	AdenylateandGuanylatecyclasecatalyticdomain	ProteinkinaseCterminaldomain
HGTP_anticodon--Pkinase_C	1	3.1675641431739e-05	HGTP_anticodon	Pkinase_C	Anticodonbindingdomain	ProteinkinaseCterminaldomain
HIF-1--Pkinase_C	2	6.3351282863478e-05	HIF-1	Pkinase_C	Hypoxia-induciblefactor-1	ProteinkinaseCterminaldomain
KH_1--Pkinase_C	1	3.1675641431739e-05	KH_1	Pkinase_C	KHdomain	ProteinkinaseCterminaldomain
MFS_1--Pkinase_C	1	3.1675641431739e-05	MFS_1	Pkinase_C	MajorFacilitatorSuperfamily	ProteinkinaseCterminaldomain
PAS--Pkinase_C	3	9.5026924295217e-05	PAS	Pkinase_C	PASfold	ProteinkinaseCterminaldomain
PAS_3--Pkinase_C	2	6.3351282863478e-05	PAS_3	Pkinase_C	PASfold	ProteinkinaseCterminaldomain
PCI--Pkinase_C	1	3.1675641431739e-05	PCI	Pkinase_C	PCIdomain	ProteinkinaseCterminaldomain
PDGF--Pkinase_C	2	6.3351282863478e-05	PDGF	Pkinase_C	PDGF/VEGFdomain	ProteinkinaseCterminaldomain
Pkinase--Pkinase_C	2	6.3351282863478e-05	Pkinase	Pkinase_C	Proteinkinasedomain	ProteinkinaseCterminaldomain
bZIP_1--Pkinase_C	1	3.1675641431739e-05	bZIP_1	Pkinase_C	bZIPtranscriptionfactor	ProteinkinaseCterminaldomain
c-SKI_SMAD_bind--Pkinase_C	2	6.3351282863478e-05	c-SKI_SMAD_bind	Pkinase_C	c-SKISmad4bindingdomain	ProteinkinaseCterminaldomain
cNMP_binding--Pkinase_C	1	3.1675641431739e-05	cNMP_binding	Pkinase_C	Cyclicnucleotide-bindingdomain	ProteinkinaseCterminaldomain
empty--Pkinase_C	17	0.000538485904339563	empty	Pkinase_C	NA	ProteinkinaseCterminaldomain
7tm_1--Pkinase_Tyr	1	3.1675641431739e-05	7tm_1	Pkinase_Tyr	7transmembranereceptor(rhodopsinfamily)	Proteintyrosinekinase
ABC2_membrane_3--Pkinase_Tyr	1	3.1675641431739e-05	ABC2_membrane_3	Pkinase_Tyr	ABC-2familytransporterprotein	Proteintyrosinekinase
ABC_tran--Pkinase_Tyr	1	3.1675641431739e-05	ABC_tran	Pkinase_Tyr	ABCtransporter	Proteintyrosinekinase
ANAPC3--Pkinase_Tyr	1	3.1675641431739e-05	ANAPC3	Pkinase_Tyr	Anaphase-promotingcomplex,cyclosome,subunit3	Proteintyrosinekinase
AP3B1_C--Pkinase_Tyr	1	3.1675641431739e-05	AP3B1_C	Pkinase_Tyr	Clathrin-adaptorcomplex-3beta-1subunitC-terminal	Proteintyrosinekinase
ARA70--Pkinase_Tyr	4	0.000126702565726956	ARA70	Pkinase_Tyr	Nuclearcoactivator	Proteintyrosinekinase
ATE_C--Pkinase_Tyr	1	3.1675641431739e-05	ATE_C	Pkinase_Tyr	Arginine-tRNA-proteintransferase,Cterminus	Proteintyrosinekinase
Adap_comp_sub--Pkinase_Tyr	1	3.1675641431739e-05	Adap_comp_sub	Pkinase_Tyr	Adaptorcomplexesmediumsubunitfamily	Proteintyrosinekinase
Adaptin_N--Pkinase_Tyr	1	3.1675641431739e-05	Adaptin_N	Pkinase_Tyr	AdaptinNterminalregion	Proteintyrosinekinase
Alg14--Pkinase_Tyr	1	3.1675641431739e-05	Alg14	Pkinase_Tyr	OligosaccharidebiosynthesisproteinAlg14like	Proteintyrosinekinase
Ank--Pkinase_Tyr	2	6.3351282863478e-05	Ank	Pkinase_Tyr	Ankyrinrepeat	Proteintyrosinekinase
Ank_2--Pkinase_Tyr	3	9.5026924295217e-05	Ank_2	Pkinase_Tyr	Ankyrinrepeats(3copies)	Proteintyrosinekinase
Ank_3--Pkinase_Tyr	1	3.1675641431739e-05	Ank_3	Pkinase_Tyr	Ankyrinrepeat	Proteintyrosinekinase
Ank_4--Pkinase_Tyr	1	3.1675641431739e-05	Ank_4	Pkinase_Tyr	Ankyrinrepeats(manycopies)	Proteintyrosinekinase
ArfGap--Pkinase_Tyr	1	3.1675641431739e-05	ArfGap	Pkinase_Tyr	PutativeGTPaseactivatingproteinforArf	Proteintyrosinekinase
BAR_3--Pkinase_Tyr	1	3.1675641431739e-05	BAR_3	Pkinase_Tyr	BARdomainofAPPLfamily	Proteintyrosinekinase
BRCT--Pkinase_Tyr	1	3.1675641431739e-05	BRCT	Pkinase_Tyr	BRCA1CTerminus(BRCT)domain	Proteintyrosinekinase
Band_3_cyto--Pkinase_Tyr	1	3.1675641431739e-05	Band_3_cyto	Pkinase_Tyr	Band3cytoplasmicdomain	Proteintyrosinekinase
Band_7--Pkinase_Tyr	1	3.1675641431739e-05	Band_7	Pkinase_Tyr	SPFHdomain/Band7family	Proteintyrosinekinase
Bcr-Abl_Oligo--Pkinase_Tyr	4	0.000126702565726956	Bcr-Abl_Oligo	Pkinase_Tyr	Bcr-Abloncoproteinoligomerisationdomain	Proteintyrosinekinase
Bim_N--Pkinase_Tyr	1	3.1675641431739e-05	Bim_N	Pkinase_Tyr	BimproteinN-terminus	Proteintyrosinekinase
C2--Pkinase_Tyr	2	6.3351282863478e-05	C2	Pkinase_Tyr	C2domain	Proteintyrosinekinase
CAAP1--Pkinase_Tyr	1	3.1675641431739e-05	CAAP1	Pkinase_Tyr	Caspaseactivityandapoptosisinhibitor1	Proteintyrosinekinase
CALCOCO1--Pkinase_Tyr	1	3.1675641431739e-05	CALCOCO1	Pkinase_Tyr	Calciumbindingandcoiled-coildomain(CALCOCO1)like	Proteintyrosinekinase
CH--Pkinase_Tyr	1	3.1675641431739e-05	CH	Pkinase_Tyr	Calponinhomology(CH)domain	Proteintyrosinekinase
COesterase--Pkinase_Tyr	2	6.3351282863478e-05	COesterase	Pkinase_Tyr	Carboxylesterasefamily	Proteintyrosinekinase
Cast--Pkinase_Tyr	3	9.5026924295217e-05	Cast	Pkinase_Tyr	RIM-bindingproteinofthecytomatrixactivezone	Proteintyrosinekinase
Clat_adaptor_s--Pkinase_Tyr	1	3.1675641431739e-05	Clat_adaptor_s	Pkinase_Tyr	Clathrinadaptorcomplexsmallchain	Proteintyrosinekinase
Clathrin--Pkinase_Tyr	2	6.3351282863478e-05	Clathrin	Pkinase_Tyr	RegioninClathrinandVPS	Proteintyrosinekinase
Clathrin-link--Pkinase_Tyr	1	3.1675641431739e-05	Clathrin-link	Pkinase_Tyr	Clathrin,heavy-chainlinker	Proteintyrosinekinase
Clathrin_H_link--Pkinase_Tyr	1	3.1675641431739e-05	Clathrin_H_link	Pkinase_Tyr	Clathrin-H-link	Proteintyrosinekinase
Clathrin_propel--Pkinase_Tyr	1	3.1675641431739e-05	Clathrin_propel	Pkinase_Tyr	Clathrinpropellerrepeat	Proteintyrosinekinase
Collagen--Pkinase_Tyr	1	3.1675641431739e-05	Collagen	Pkinase_Tyr	Collagentriplehelixrepeat(20copies)	Proteintyrosinekinase
Cyt-b5--Pkinase_Tyr	1	3.1675641431739e-05	Cyt-b5	Pkinase_Tyr	Cytochromeb5-likeHeme/Steroidbindingdomain	Proteintyrosinekinase
DARPP-32--Pkinase_Tyr	3	9.5026924295217e-05	DARPP-32	Pkinase_Tyr	Proteinphosphataseinhibitor1/DARPP-32	Proteintyrosinekinase
DBC1--Pkinase_Tyr	1	3.1675641431739e-05	DBC1	Pkinase_Tyr	DBC1	Proteintyrosinekinase
DCB--Pkinase_Tyr	1	3.1675641431739e-05	DCB	Pkinase_Tyr	Dimerisationandcyclophilin-bindingdomainofMon2	Proteintyrosinekinase
DEP--Pkinase_Tyr	1	3.1675641431739e-05	DEP	Pkinase_Tyr	DomainfoundinDishevelled,Egl-10,andPleckstrin(DEP)	Proteintyrosinekinase
DMAP_binding--Pkinase_Tyr	1	3.1675641431739e-05	DMAP_binding	Pkinase_Tyr	DMAP1-bindingDomain	Proteintyrosinekinase
DUF1681--Pkinase_Tyr	2	6.3351282863478e-05	DUF1681	Pkinase_Tyr	Proteinofunknownfunction(DUF1681)	Proteintyrosinekinase
DUF2046--Pkinase_Tyr	13	0.000411783338612607	DUF2046	Pkinase_Tyr	UncharacterizedconservedproteinH4(DUF2046)	Proteintyrosinekinase
DUF3453--Pkinase_Tyr	2	6.3351282863478e-05	DUF3453	Pkinase_Tyr	Domainofunknownfunction(DUF3453)	Proteintyrosinekinase
DUF4502--Pkinase_Tyr	1	3.1675641431739e-05	DUF4502	Pkinase_Tyr	Domainofunknownfunction(DUF4502)	Proteintyrosinekinase
DUF719--Pkinase_Tyr	1	3.1675641431739e-05	DUF719	Pkinase_Tyr	Proteinofunknownfunction(DUF719)	Proteintyrosinekinase
Death--Pkinase_Tyr	1	3.1675641431739e-05	Death	Pkinase_Tyr	Deathdomain	Proteintyrosinekinase
ECH_1--Pkinase_Tyr	1	3.1675641431739e-05	ECH_1	Pkinase_Tyr	Enoyl-CoAhydratase/isomerase	Proteintyrosinekinase
EGF--Pkinase_Tyr	1	3.1675641431739e-05	EGF	Pkinase_Tyr	EGF-likedomain	Proteintyrosinekinase
ERM--Pkinase_Tyr	2	6.3351282863478e-05	ERM	Pkinase_Tyr	Ezrin/radixin/moesinfamily	Proteintyrosinekinase
Ephrin_lbd--Pkinase_Tyr	2	6.3351282863478e-05	Ephrin_lbd	Pkinase_Tyr	Ephrinreceptorligandbindingdomain	Proteintyrosinekinase
Epimerase--Pkinase_Tyr	1	3.1675641431739e-05	Epimerase	Pkinase_Tyr	NADdependentepimerase/dehydratasefamily	Proteintyrosinekinase
F-actin_cap_A--Pkinase_Tyr	2	6.3351282863478e-05	F-actin_cap_A	Pkinase_Tyr	F-actincappingproteinalphasubunit	Proteintyrosinekinase
F5_F8_type_C--Pkinase_Tyr	1	3.1675641431739e-05	F5_F8_type_C	Pkinase_Tyr	F5/8typeCdomain	Proteintyrosinekinase
FAD_binding_2--Pkinase_Tyr	1	3.1675641431739e-05	FAD_binding_2	Pkinase_Tyr	FADbindingdomain	Proteintyrosinekinase
FERM_C--Pkinase_Tyr	2	6.3351282863478e-05	FERM_C	Pkinase_Tyr	FERMC-terminalPH-likedomain	Proteintyrosinekinase
FERM_M--Pkinase_Tyr	2	6.3351282863478e-05	FERM_M	Pkinase_Tyr	FERMcentraldomain	Proteintyrosinekinase
FERM_N--Pkinase_Tyr	2	6.3351282863478e-05	FERM_N	Pkinase_Tyr	FERMN-terminaldomain	Proteintyrosinekinase
Filament--Pkinase_Tyr	2	6.3351282863478e-05	Filament	Pkinase_Tyr	Intermediatefilamentprotein	Proteintyrosinekinase
G-alpha--Pkinase_Tyr	2	6.3351282863478e-05	G-alpha	Pkinase_Tyr	G-proteinalphasubunit	Proteintyrosinekinase
GRASP55_65--Pkinase_Tyr	1	3.1675641431739e-05	GRASP55_65	Pkinase_Tyr	GRASP55/65PDZ-likedomain	Proteintyrosinekinase
GTF2I--Pkinase_Tyr	1	3.1675641431739e-05	GTF2I	Pkinase_Tyr	GTF2I-likerepeat	Proteintyrosinekinase
Glyco_transf_29--Pkinase_Tyr	1	3.1675641431739e-05	Glyco_transf_29	Pkinase_Tyr	Glycosyltransferasefamily29(sialyltransferase)	Proteintyrosinekinase
Glyco_transf_7N--Pkinase_Tyr	1	3.1675641431739e-05	Glyco_transf_7N	Pkinase_Tyr	N-terminalregionofglycosyltransferasegroup7	Proteintyrosinekinase
HAP1_N--Pkinase_Tyr	1	3.1675641431739e-05	HAP1_N	Pkinase_Tyr	HAP1N-terminalconservedregion	Proteintyrosinekinase
HCO3_cotransp--Pkinase_Tyr	1	3.1675641431739e-05	HCO3_cotransp	Pkinase_Tyr	HCO3-transporterfamily	Proteintyrosinekinase
HD--Pkinase_Tyr	1	3.1675641431739e-05	HD	Pkinase_Tyr	HDdomain	Proteintyrosinekinase
HELP--Pkinase_Tyr	3	9.5026924295217e-05	HELP	Pkinase_Tyr	HELPmotif	Proteintyrosinekinase
His_Phos_2--Pkinase_Tyr	1	3.1675641431739e-05	His_Phos_2	Pkinase_Tyr	Histidinephosphatasesuperfamily(branch2)	Proteintyrosinekinase
Hist_deacetyl--Pkinase_Tyr	1	3.1675641431739e-05	Hist_deacetyl	Pkinase_Tyr	Histonedeacetylasedomain	Proteintyrosinekinase
I-set--Pkinase_Tyr	1	3.1675641431739e-05	I-set	Pkinase_Tyr	ImmunoglobulinI-setdomain	Proteintyrosinekinase
IBR--Pkinase_Tyr	1	3.1675641431739e-05	IBR	Pkinase_Tyr	IBRdomain,ahalfRING-fingerdomain	Proteintyrosinekinase
IMD--Pkinase_Tyr	2	6.3351282863478e-05	IMD	Pkinase_Tyr	IRSp53/MIMhomologydomain	Proteintyrosinekinase
IRF-2BP1_2--Pkinase_Tyr	1	3.1675641431739e-05	IRF-2BP1_2	Pkinase_Tyr	Interferonregulatoryfactor2-bindingproteinzincfinger	Proteintyrosinekinase
Ig_3--Pkinase_Tyr	2	6.3351282863478e-05	Ig_3	Pkinase_Tyr	Immunoglobulindomain	Proteintyrosinekinase
JmjC--Pkinase_Tyr	1	3.1675641431739e-05	JmjC	Pkinase_Tyr	JmjCdomain,hydroxylase	Proteintyrosinekinase
KH_1--Pkinase_Tyr	2	6.3351282863478e-05	KH_1	Pkinase_Tyr	KHdomain	Proteintyrosinekinase
KN_motif--Pkinase_Tyr	1	3.1675641431739e-05	KN_motif	Pkinase_Tyr	KNmotif	Proteintyrosinekinase
Kinesin--Pkinase_Tyr	1	3.1675641431739e-05	Kinesin	Pkinase_Tyr	Kinesinmotordomain	Proteintyrosinekinase
LTD--Pkinase_Tyr	2	6.3351282863478e-05	LTD	Pkinase_Tyr	LaminTailDomain	Proteintyrosinekinase
LisH--Pkinase_Tyr	1	3.1675641431739e-05	LisH	Pkinase_Tyr	LisH	Proteintyrosinekinase
LisH_2--Pkinase_Tyr	1	3.1675641431739e-05	LisH_2	Pkinase_Tyr	LisH	Proteintyrosinekinase
MACPF--Pkinase_Tyr	1	3.1675641431739e-05	MACPF	Pkinase_Tyr	MAC/Perforindomain	Proteintyrosinekinase
MARVEL--Pkinase_Tyr	1	3.1675641431739e-05	MARVEL	Pkinase_Tyr	Membrane-associatingdomain	Proteintyrosinekinase
MAS20--Pkinase_Tyr	1	3.1675641431739e-05	MAS20	Pkinase_Tyr	MAS20proteinimportreceptor	Proteintyrosinekinase
MCM_N--Pkinase_Tyr	1	3.1675641431739e-05	MCM_N	Pkinase_Tyr	MCMN-terminaldomain	Proteintyrosinekinase
MDM1--Pkinase_Tyr	1	3.1675641431739e-05	MDM1	Pkinase_Tyr	NuclearproteinMDM1	Proteintyrosinekinase
MHC2-interact--Pkinase_Tyr	2	6.3351282863478e-05	MHC2-interact	Pkinase_Tyr	CLIP,MHC2interacting	Proteintyrosinekinase
MHCassoc_trimer--Pkinase_Tyr	2	6.3351282863478e-05	MHCassoc_trimer	Pkinase_Tyr	ClassIIMHC-associatedinvariantchaintrimerisationdomain	Proteintyrosinekinase
Mo-co_dimer--Pkinase_Tyr	1	3.1675641431739e-05	Mo-co_dimer	Pkinase_Tyr	Mo-cooxidoreductasedimerisationdomain	Proteintyrosinekinase
NKAIN--Pkinase_Tyr	1	3.1675641431739e-05	NKAIN	Pkinase_Tyr	Na,K-AtpaseInteractingprotein	Proteintyrosinekinase
NTP_transf_2--Pkinase_Tyr	1	3.1675641431739e-05	NTP_transf_2	Pkinase_Tyr	Nucleotidyltransferasedomain	Proteintyrosinekinase
O-FucT--Pkinase_Tyr	1	3.1675641431739e-05	O-FucT	Pkinase_Tyr	GDP-fucoseproteinO-fucosyltransferase	Proteintyrosinekinase
OATP--Pkinase_Tyr	2	6.3351282863478e-05	OATP	Pkinase_Tyr	OrganicAnionTransporterPolypeptide(OATP)family	Proteintyrosinekinase
OCIA--Pkinase_Tyr	1	3.1675641431739e-05	OCIA	Pkinase_Tyr	Ovariancarcinomaimmunoreactiveantigen(OCIA)	Proteintyrosinekinase
Oxidored_molyb--Pkinase_Tyr	1	3.1675641431739e-05	Oxidored_molyb	Pkinase_Tyr	Oxidoreductasemolybdopterinbindingdomain	Proteintyrosinekinase
PAP_assoc--Pkinase_Tyr	1	3.1675641431739e-05	PAP_assoc	Pkinase_Tyr	Cid1familypolyApolymerase	Proteintyrosinekinase
PB1--Pkinase_Tyr	4	0.000126702565726956	PB1	Pkinase_Tyr	PB1domain	Proteintyrosinekinase
PDZ--Pkinase_Tyr	3	9.5026924295217e-05	PDZ	Pkinase_Tyr	PDZdomain	Proteintyrosinekinase
PH--Pkinase_Tyr	4	0.000126702565726956	PH	Pkinase_Tyr	PHdomain	Proteintyrosinekinase
PHD--Pkinase_Tyr	1	3.1675641431739e-05	PHD	Pkinase_Tyr	PHD-finger	Proteintyrosinekinase
PH_9--Pkinase_Tyr	1	3.1675641431739e-05	PH_9	Pkinase_Tyr	Pleckstrinhomologydomain	Proteintyrosinekinase
Pep3_Vps18--Pkinase_Tyr	1	3.1675641431739e-05	Pep3_Vps18	Pkinase_Tyr	Pep3/Vps18/deeporangefamily	Proteintyrosinekinase
Peptidase_S24--Pkinase_Tyr	1	3.1675641431739e-05	Peptidase_S24	Pkinase_Tyr	PeptidaseS24-like	Proteintyrosinekinase
Per1--Pkinase_Tyr	3	9.5026924295217e-05	Per1	Pkinase_Tyr	Per1-likefamily	Proteintyrosinekinase
PhoLip_ATPase_N--Pkinase_Tyr	1	3.1675641431739e-05	PhoLip_ATPase_N	Pkinase_Tyr	Phospholipid-translocatingATPaseN-terminal	Proteintyrosinekinase
Pkinase--Pkinase_Tyr	4	0.000126702565726956	Pkinase	Pkinase_Tyr	Proteinkinasedomain	Proteintyrosinekinase
Pkinase_Tyr--Pkinase_Tyr	2	6.3351282863478e-05	Pkinase_Tyr	Pkinase_Tyr	Proteintyrosinekinase	Proteintyrosinekinase
cNMP_binding--Pkinase_Tyr	1	3.1675641431739e-05	cNMP_binding	Pkinase_Tyr	Cyclicnucleotide-bindingdomain	Proteintyrosinekinase
empty--Pkinase_Tyr	114	0.00361102312321825	empty	Pkinase_Tyr	NA	Proteintyrosinekinase
fn3--Pkinase_Tyr	3	9.5026924295217e-05	fn3	Pkinase_Tyr	FibronectintypeIIIdomain	Proteintyrosinekinase
ig--Pkinase_Tyr	1	3.1675641431739e-05	ig	Pkinase_Tyr	Immunoglobulindomain	Proteintyrosinekinase
Methyltransf_10--Plectin	1	3.1675641431739e-05	Methyltransf_10	Plectin	RNAmethyltransferase	Plectinrepeat
empty--Plectin	1	3.1675641431739e-05	empty	Plectin	NA	Plectinrepeat
23ISL--Plexin_cytopl	1	3.1675641431739e-05	23ISL	Plexin_cytopl	UnstructuredlinkerbetweenI-setdomains2and3onMYLCK	PlexincytoplasmicRasGAPdomain
ATP-synt_S1--Plexin_cytopl	1	3.1675641431739e-05	ATP-synt_S1	Plexin_cytopl	VacuolarATPsynthasesubunitS1(ATP6S1)	PlexincytoplasmicRasGAPdomain
BAR_3--Plexin_cytopl	1	3.1675641431739e-05	BAR_3	Plexin_cytopl	BARdomainofAPPLfamily	PlexincytoplasmicRasGAPdomain
CARD--Plexin_cytopl	1	3.1675641431739e-05	CARD	Plexin_cytopl	Caspaserecruitmentdomain	PlexincytoplasmicRasGAPdomain
Death--Plexin_cytopl	1	3.1675641431739e-05	Death	Plexin_cytopl	Deathdomain	PlexincytoplasmicRasGAPdomain
Glyco_transf_29--Plexin_cytopl	1	3.1675641431739e-05	Glyco_transf_29	Plexin_cytopl	Glycosyltransferasefamily29(sialyltransferase)	PlexincytoplasmicRasGAPdomain
I-set--Plexin_cytopl	1	3.1675641431739e-05	I-set	Plexin_cytopl	ImmunoglobulinI-setdomain	PlexincytoplasmicRasGAPdomain
PH--Plexin_cytopl	1	3.1675641431739e-05	PH	Plexin_cytopl	PHdomain	PlexincytoplasmicRasGAPdomain
PID--Plexin_cytopl	1	3.1675641431739e-05	PID	Plexin_cytopl	Phosphotyrosineinteractiondomain(PTB/PID)	PlexincytoplasmicRasGAPdomain
Pkinase--Plexin_cytopl	1	3.1675641431739e-05	Pkinase	Plexin_cytopl	Proteinkinasedomain	PlexincytoplasmicRasGAPdomain
empty--Plexin_cytopl	7	0.000221729490022173	empty	Plexin_cytopl	NA	PlexincytoplasmicRasGAPdomain
fn3--Plexin_cytopl	1	3.1675641431739e-05	fn3	Plexin_cytopl	FibronectintypeIIIdomain	PlexincytoplasmicRasGAPdomain
Cpn60_TCP1--Plug_translocon	1	3.1675641431739e-05	Cpn60_TCP1	Plug_translocon	TCP-1/cpn60chaperoninfamily	PlugdomainofSec61p
empty--Plug_translocon	2	6.3351282863478e-05	empty	Plug_translocon	NA	PlugdomainofSec61p
DUF4801--Plus-3	3	9.5026924295217e-05	DUF4801	Plus-3	Domainofunknownfunction(DUF4801)	Plus-3domain
BNR_2--Pol_alpha_B_N	1	3.1675641431739e-05	BNR_2	Pol_alpha_B_N	BNRrepeat-likedomain	DNApolymerasealphasubunitBN-terminal
Calpain_III--Pol_alpha_B_N	1	3.1675641431739e-05	Calpain_III	Pol_alpha_B_N	Calpainlargesubunit,domainIII	DNApolymerasealphasubunitBN-terminal
EF-hand_8--Pol_alpha_B_N	1	3.1675641431739e-05	EF-hand_8	Pol_alpha_B_N	EF-handdomainpair	DNApolymerasealphasubunitBN-terminal
Cpn10--Polyketide_cyc	1	3.1675641431739e-05	Cpn10	Polyketide_cyc	Chaperonin10Kdsubunit	Polyketidecyclase/dehydraseandlipidtransport
Mob1_phocein--Polyketide_cyc	1	3.1675641431739e-05	Mob1_phocein	Polyketide_cyc	Mob1/phoceinfamily	Polyketidecyclase/dehydraseandlipidtransport
C2-set_2--Porin_3	3	9.5026924295217e-05	C2-set_2	Porin_3	CD80-likeC2-setimmunoglobulindomain	Eukaryoticporin
Ig_2--Porin_3	1	3.1675641431739e-05	Ig_2	Porin_3	Immunoglobulindomain	Eukaryoticporin
Ig_3--Porin_3	1	3.1675641431739e-05	Ig_3	Porin_3	Immunoglobulindomain	Eukaryoticporin
PH--Porin_3	1	3.1675641431739e-05	PH	Porin_3	PHdomain	Eukaryoticporin
empty--Porin_3	2	6.3351282863478e-05	empty	Porin_3	NA	Eukaryoticporin
CH--Porphobil_deam	2	6.3351282863478e-05	CH	Porphobil_deam	Calponinhomology(CH)domain	Porphobilinogendeaminase,dipyromethanecofactorbindingdomain
Cbl_N--Porphobil_deam	1	3.1675641431739e-05	Cbl_N	Porphobil_deam	CBLproto-oncogeneN-terminaldomain1	Porphobilinogendeaminase,dipyromethanecofactorbindingdomain
DUF3585--Porphobil_deam	2	6.3351282863478e-05	DUF3585	Porphobil_deam	BivalentMical/EHBPRabbindingdomain	Porphobilinogendeaminase,dipyromethanecofactorbindingdomain
NT-C2--Porphobil_deam	2	6.3351282863478e-05	NT-C2	Porphobil_deam	N-terminalC2inEEIG1andEHBP1proteins	Porphobilinogendeaminase,dipyromethanecofactorbindingdomain
CH--Porphobil_deamC	2	6.3351282863478e-05	CH	Porphobil_deamC	Calponinhomology(CH)domain	Porphobilinogendeaminase,C-terminaldomain
Cbl_N--Porphobil_deamC	1	3.1675641431739e-05	Cbl_N	Porphobil_deamC	CBLproto-oncogeneN-terminaldomain1	Porphobilinogendeaminase,C-terminaldomain
DUF3585--Porphobil_deamC	2	6.3351282863478e-05	DUF3585	Porphobil_deamC	BivalentMical/EHBPRabbindingdomain	Porphobilinogendeaminase,C-terminaldomain
NT-C2--Porphobil_deamC	2	6.3351282863478e-05	NT-C2	Porphobil_deamC	N-terminalC2inEEIG1andEHBP1proteins	Porphobilinogendeaminase,C-terminaldomain
FAT--Potassium_chann	1	3.1675641431739e-05	FAT	Potassium_chann	FATdomain	Potassiumvoltage-gatedchannel
FATC--Potassium_chann	1	3.1675641431739e-05	FATC	Potassium_chann	FATCdomain	Potassiumvoltage-gatedchannel
PI3_PI4_kinase--Potassium_chann	1	3.1675641431739e-05	PI3_PI4_kinase	Potassium_chann	Phosphatidylinositol3-and4-kinase	Potassiumvoltage-gatedchannel
empty--Potassium_chann	2	6.3351282863478e-05	empty	Potassium_chann	NA	Potassiumvoltage-gatedchannel
Anillin--Pou	1	3.1675641431739e-05	Anillin	Pou	Celldivisionproteinanillin	Poudomain-N-terminaltohomeoboxdomain
