all_gene1	three_prime_partners	num_three_prime_partners	five_prime_TCGA_Projects
BIRC3	IGLC3	1	LUSC
ABL1	BCR:PTPRN2:LINC01505:KYAT1:ASS1:FUBP3:PRDM12:ADAMTSL2:BRD3:APBA1	10	LAML:SARC:LUSC:LIHC:OV:BRCA:ESCA
TBC1D10A	LINC01658:OSBP2:ANK1	3	BRCA:OV:UCEC
SNAP29	IGLL1:SFI1	2	BRCA:COAD
PGC	SMARCB1	1	STAD
CNBP	SMARCB1:ALDH1L1	2	STAD:LGG
MAZ	MIF	1	OV
DIRC2	DDT	1	PRAD
SPECC1L-ADORA2A	CABIN1	1	UCS
FAM3C	SUSD2	1	BRCA
HUNK	SNRPD3:MAMLD1	2	GBM:KIRC
GUCD1	SGSM1:TMEM211:AL008638.1:MB	4	SARC:PAAD:BLCA:UVM
PIWIL3	LRP5L	1	LUSC
PCSK6	AL022329.1	1	BLCA
DRG1	MYO18B:MYH9	2	LUSC:GBM
MIAT	SEZ6L:CRYBA4	2	BLCA:ACC
MST1	SRRD	1	BRCA
SULT4A1	TFIP11	1	SKCM
TPST2	CRYBB1	1	LIHC:UCEC
RNF170	CRYBB1:ADAM32:SFRP1:GOLGA7:HOOK3	5	PRAD:COAD:LUAD:BRCA
TIMP3	AL008638.2:SYN3	2	UCS:BLCA
NPTXR	CHEK2:PDXP:LGALS1	3	MESO:LGG
CCDC117	HSCB:OSTF1	2	ESCA:LUSC:BRCA:UCEC:LUAD
CHEK2	XBP1:THOC5:Z83844.2	3	LIHC:UCS:ESCA
SDK1	XBP1:C1QTNF3-AMACR:CHST12:BRAT1:SLC29A4:EGFR-AS1:LINC01241	7	ESCA:PRAD:SARC:BLCA:GBM:LUSC
ZNF74	ZNRF3:RBFOX2	2	THYM:STAD
EMID1	KREMEN1:CBY1	2	UCS:OV
EWSR1	EMID1:SMTN:NCAPH2	3	KIRC:OV:LGG
CCDC157	EWSR1:COL21A1	2	UCS:UCEC
MMP11	GAS2L1	1	PRAD
TCN2	THOC5	1	COAD
TMEM147-AS1	MTMR3	1	BRCA
PPP1R9A	HORMAD2-AS1:KCNMB2-AS1:CYP51A1-AS1:ANKIB1:CYP3A43:FBXO16	6	LUAD:PCPG:GBM:OV
BDNF-AS	HORMAD2-AS1	1	OV
SEC14L2	HORMAD2:CCDC157	2	LUAD:LIHC
RFX1	TBC1D10A:CCDC107	2	UCEC:OV
LINC02062	TBC1D10A	1	UCEC
SF3A1	RNF215:SFI1	2	OV:BRCA
SLC35E4	SEC14L2	1	LUAD
CASP9	OSBP2	1	OV
LINC01399	MORC2-AS1:RBFOX2:NCF4-AS1:RAC2	4	THYM:BLCA:STAD
DNAL4	MORC2	1	LUAD
SLC25A1	SMTN	1	SKCM
GAS2L1	SMTN	1	BLCA
RMDN2	DRG1	1	LUAD
LSS	EIF4ENIF1	1	SARC
RPS6KA3	PISD:BMX:AL928596.1:KDM6A	4	LIHC:STAD:SARC
TTC17	YWHAH	1	ESCA
SAV1	C22orf42	1	UCEC
PEX26	RTCB	1	SKCM
ZNF280B	BPIFC	1	SKCM
NPTX1	FBXO7	1	SKCM
ADORA2B	SYN3	1	BLCA
FGF12	SYN3:LAMP3:LRRC15	3	BRCA:LGG:LUSC
C1QTNF6	SYN3	1	BLCA
PHF23	TOM1	1	LIHC
Z98749.3	MB:APOL6	2	PAAD:OV
BRD1	APOL5	1	LUAD
PPL	APOL3	1	LIHC
KLF9	FOXRED2	1	ESCA
IP6K1	FOXRED2:DAG1:UBA7:TRAIP:MON1A:SLC38A3:HYAL3	7	ESCA:HNSC:STAD:BLCA:LIHC:OV:PRAD
APOL3	EIF3D:TST	2	CHOL:LIHC
APOL1	EIF3D	1	LUAD
FOXRED2	IFT27	1	STAD
ADSL	PVALB	1	OV
MIEF1	CSF2RB:TAB1:GFRA2	3	PRAD:KIRC:STAD
PVALB	MPST	1	BRCA
MAPK12	SSTR3:MORN5	2	KIRP:PRAD
GGA1	AL022315.1:CDC42EP1	2	ESCA:PCPG
GTPBP1	CDC42EP1:TOMM22	2	LIHC:LUAD
CARD10	LGALS2:POLR2F:CAD	3	LIHC:OV:ESCA
PCAT14	TRIOBP	1	PRAD
MCC	TRIOBP:PSMD6:DBN1:LINC02065:ATG10	5	BRCA:KIRC:LIHC:OV:THCA
HSF1	MICALL1:ADAMTS12	2	PRAD:BRCA
SERPIND1	MICALL1	1	LIHC
FAM83F	BAIAP2L2	1	THYM
BAIAP2L2	PLA2G6	1	PAAD:HNSC
TMEM131	PLA2G6:TGFBRAP1:SEMA4F:SPATA16:AC022784.6	5	UCS:BRCA:OV:LUAD:STAD
TRIP12	MAFF:AC016766.1:CPS1:BARD1:AGFG1:LINC01807:SLC16A14:ITM2C:COL6A3:KIF1A:DSPP	11	SKCM:BRCA:GBM:LUAD:STAD:CESC:KIRC:PCPG:SARC:LUSC:PRAD
LARP1	MAFF:SAP30L:AC109466.1	3	LGG:BRCA:HNSC
FAM47E-STBD1	TMEM184B	1	OV
GNAL	CSNK1E	1	BRCA
AL117329.1	Z97056.1:TBC1D22A	2	KIRP:HNSC
PDE12	KCNJ4:ROBO2	2	UCEC:SKCM
ASPHD2	DDX17	1	LUAD
DDX17	DMC1:ENTHD1:CPT1B	3	LUSC:LIHC:SKCM
CSNK1E	DMC1:FAM227A	2	UCEC:STAD
TTLL1	AL021707.2	1	BRCA
DMC1	DNAL4	1	BRCA
FAM227A	DNAL4	1	LUAD
JOSD1	DNAL4	1	STAD
GLRX5	APOBEC3B-AS1	1	SKCM
MGAT3	SYNGR1	1	LUSC
CACNA1I	TAB1:FBXW5	2	BRCA:BLCA
SH3BP1	CACNA1I	1	HNSC
MIR4458HG	GRAP2	1	SKCM
CTDSPL	TNRC6B:GOLGA4:ITGA9	3	THYM:SKCM:KICH
LRP5L	SGSM3	1	SARC
TCF20	MKL1:SLC25A17:NFAM1:CYB5R3	4	LUAD:SKCM:OV:STAD
AK2	MKL1	1	STAD
MEI1	MKL1	1	SKCM
DGKD	SLC25A17:PNKD:SP140:C2orf82:INPP5D:SAG:NDUFA10	7	UCS:STAD:BRCA:SARC:LUAD:ESCA
FCHO2	SLC25A17:MEF2C-AS1	2	SKCM:PCPG
SLC25A17	ST13:RBX1	2	BRCA:LUAD:HNSC
XRCC6	RBX1:L3MBTL2:ARSB:GPX5	4	THYM:OV:SKCM:BRCA
L3MBTL2	RBX1:EFCAB6	2	BRCA:SKCM
BCOR	L3MBTL2:PHEX:AC078960.1	3	LGG:UCEC:ESCA
TEF	ZC3H7B	1	LUSC
POLR1A	ACO2:CTNNA2	2	SKCM:READ
TOB2	ACO2:SHISA8:A4GALT:MPPED1:MRPS18B	5	UCEC:OV:BRCA:SKCM:PRAD
AC004997.1	POLR3H	1	HNSC
NGEF	DESI1	1	READ
ST13	MEI1	1	SKCM
COL14A1	SREBF2:PCBP1-AS1:PVT1:PLEKHA2	4	LUAD:LUSC:BRCA
LINC00348	SEPT3	1	LUAD
WBP2NL	SEPT3	1	OV
NAGA	WBP2NL:TCF20	2	BRCA
LINC01310	TCF20	1	PAAD
DESI1	TCF20	1	STAD
SMDT1	NFAM1	1	LUAD
SERHL2	AL022316.1	1	STAD
CCDC167	RRP7A	1	SKCM
EFCAB6	CYB5R3	1	SKCM
RRP7A	PACSIN2:AC104078.1	2	ACC:UCS
GPX8	TTLL1:SUPT3H	2	LUAD:OV
FUT1	MCAT	1	STAD
PIK3CB	TSPO:HHLA2:SEMA5B:BFSP2:PCCB:LINC01391:RASA2:KCNAB1:GRM7	9	BRCA:KIRP:LUSC:LUAD:KIRC
PARVB	PNPLA3	1	KIRC
HNRNPAB	SAMM50	1	SKCM
MAN2A1	NUP50-AS1:HTR4	2	LUAD:SARC
PHF21B	NUP50-AS1	1	BRCA
SIL1	SMC1B:PAIP2:DNAJC18:NRG2:AC011369.1	5	LUSC:SARC:HNSC:BRCA
KPNA1	SMC1B:LSAMP:CD86:NCK1:GMPS:CHRNA9	6	PRAD:OV:KIRC:MESO:LUAD:BRCA:CESC
HACE1	FBLN1:PREP:Z97206.2:AL592043.1	4	BRCA:SARC
ITPR1	AL121672.1:AL121672.2:SUMF1:SETMAR	4	PRAD:LUSC:OV
SPEG	MIRLET7BHG	1	OV
UNC5A	TTC38:ERGIC1	2	OV:UCEC
AC093627.5	GTSE1	1	STAD
MCAT	GTSE1	1	SKCM
LSAMP	CELSR1:C3orf70:COL4A5	3	GBM:BRCA:SKCM
CHTF8	TBC1D22A	1	PRAD
INTS8	LINC01644:AC011773.3:ESRP1:DPY19L4	4	LUAD:BRCA:SKCM
GRAP2	BRD1	1	SKCM
PIM3	CRELD2	1	BRCA:STAD
GLIS3	IL17REL:AC104986.2:ADAMTSL1:PUM3:RCL1:PLGRKT:GLDC:GOLM1	8	SARC:OV:LUAD:LGG:KIRC:STAD:LIHC
TUBGCP6	MAPK11:PLXNB2:TCF7L1	3	OV:UCEC:SARC
ZNF786	DENND6B:ABCF2	2	SKCM:OV
TYMP	PPP6R2	1	LUAD
RPL31	NPAS2:TPO	2	ESCA:LIHC:THCA
NEK4	RNF149:SETD2:TMEM110-MUSTN1	3	OV:BLCA:ACC
CHST10	MAP4K4	1	HNSC
CBWD2	MAP4K4:IL37	2	LIHC:OV
IL1RL2	MAP4K4	1	HNSC
LINC02086	AC007271.1	1	OV
NMI	SLC9A4	1	UCEC
TMEM182	SLC9A2:SCN3A	2	BRCA:ACC
S100A2	ODC1	1	LUSC
DYNC1I2	AC010884.1:DCAF17:AC106900.1:BABAM2	4	KIRC:STAD:BRCA
GABBR2	AC010884.1	1	BRCA
MZT2A	C2orf40	1	LUSC
RANBP2	LINC01789:LINC01885:RAPGEF4:BMP5	4	BRCA:SARC
TENM3	LINC01886	1	SARC
RHOBTB1	ATP6V1C2	1	BRCA
PEX7	SULT1C2:MED23	2	OV:BRCA
ANAPC1	LIMS1	1	CESC
ZFY-AS1	CCDC138	1	LUSC
ANKRD36C	CCDC138	1	STAD
EXOC2	SH3RF3:FRMD4B:GCNT2:GMDS:OOEP	5	BRCA:HNSC:SARC:OV:BLCA
HSD17B7	NPHP1	1	BRCA
C2orf76	ACOXL	1	LUSC
XRCC5	AC062028.1:ATIC:AC122136.1:ABCB1:LINC00632	5	BRCA:BLCA:SKCM:LIHC
TMEM87B	MERTK:IL1RN:PVT1	3	CESC:LUSC:OV:STAD:ACC
METTL5	MERTK:TLK1	2	SKCM:STAD
ZNF142	POLR1B:PRKAG3	2	PRAD:OV
ACTR3	POLR1B:CBWD2:LINC01991:LINC01986	4	OV:LUSC:BRCA
TJP1	SLC20A1	1	SKCM
AC068547.1	IL1B	1	STAD
PAX8-AS1	IL36G:PSD4	2	CESC:BRCA
PSD4	IL1RN	1	LUSC
RABL2A	IL1RN	1	UCEC
DOCK10	IL1RN	1	LGG
PPARG	PAX8:SYN2:IQSEC1:CDKAL1	4	THCA:BLCA:ESCA
TGFBRAP1	DPP10:ARHGAP15:CCDC146	3	SARC:HNSC
SPATS2L	DPP10-AS1:C2orf69	2	SARC:BRCA
RHBDD1	DPP10-AS1:AC010735.2:C1QTNF3-AMACR	3	LUSC:BRCA:PRAD
ROCK2	NTSR2:NCOA1:MEIS1:AC013460.1:PPP2CA	5	PRAD:KIRP:OV:BLCA:BRCA
KIAA0232	LPIN1:LRCH3:INPP4B:MAN2B2:MRFAP1	5	STAD:BRCA:OV
UGGT1	AC009303.2	1	BLCA
LINC01956	MARCO	1	BRCA
NAB1	STEAP3:GULP1:AC108047.1	3	SKCM:LUSC:OV
AC078883.1	SCTR	1	ESCA
LMAN2L	AC067960.1:MRPS5:FAM178B	3	HNSC:BRCA
SELENOI	MIR3681HG:RAB10	2	KIRP:READ
TFCP2L1	CLASP1	1	LUAD
INPP4A	AC079154.1:AL845331.2:MGAT4A:EEF1E1	4	STAD:OV:SARC
ERCC3	MAP3K2:WDR33	2	LUAD:BRCA:SARC
AMMECR1L	SAP130:TNFRSF10C	2	BRCA:PRAD
ANKRD36	UGGT1	1	SARC
FOXP1	UGGT1:COQ10B:RHOA:FHIT:EIF4E3:SRGAP3-AS4:AC104090.1:SH3RF2:RUFY1:C5orf51:AKAP12:PXDNL:RTL5	13	PRAD:STAD:THYM:BRCA:MESO:SARC:CHOL:OV:HNSC
PROKR2	AC140481.3	1	SARC
FAM228B	SNTG2:UBXN2A	2	SKCM:BLCA
RETREG1	SNTG2:LINC01250:SLC6A19:TERT:ANKH:TPPP	6	SKCM:STAD:KIRP:PRAD
ST3GAL1	GPR39:HBS1L:COL22A1:AC022639.1	4	OV:LAML:BRCA:BLCA
PGAP1	NCKAP5:HSPD1:AOX1:ZDBF2:SPAG16:VWC2L	6	LUSC:ACC:ESCA:HNSC:BRCA
LYPD1	NCKAP5	1	HNSC
CYTIP	MGAT5:ACVR1	2	LUSC:STAD
CCNT2	ACMSD:MAP3K19	2	LIHC:STAD
TMEM163	CCNT2-AS1	1	ESCA
RAB3GAP1	ACMSD:ARHGAP15:MAP4K3	3	TGCT:PRAD:BRCA
GPN1	CCNT2:AC079610.3:AC079610.1	3	STAD:BLCA
MRPL44	CCNT2	1	PRAD
R3HDM1	RAB3GAP1	1	OV:BRCA
ZRANB3	UBXN4	1	STAD
TIMMDC1	UBXN4	1	OV
MCM6	DARS	1	BRCA:STAD
AC010127.1	DARS	1	OV
THSD7B	DARS	1	PRAD
EPC2	THSD7B:AC012501.1	2	BRCA:PRAD
STAM2	THSD7B:NOSTRIN	2	BRCA:BLCA
DPP4	THSD7B:PDK1	2	LIHC:KIRP
SPOPL	HNMT:ZEB2-AS1	2	LGG:LIHC
CENPO	LINC00276	1	BRCA
ARHGAP15	KYNU:ZEB2-AS1	2	LUSC:BRCA:SKCM
FAM171B	KYNU	1	PRAD
PBRM1	KYNU:IGSF11:CX3CR1:FBXW12:GLT8D1:NEK4:TMEM110-MUSTN1:TKT:CACNA2D3	9	LGG:LUAD:STAD:MESO:HNSC:SKCM:BRCA
ITGAV	ARHGAP15:PDE11A:ZC3H15:FARP2:IFT172	5	SARC:LUAD:HNSC:BRCA:LUSC:LIHC
DMXL1	ARHGAP15:AC137936.1:LINC01340:NANS	4	BLCA:KIRC:LUAD:SARC
TEX41	ZEB2	1	SKCM
GTDC1	AC092484.1:LINC02173	2	SKCM:PRAD
IGF2R	ACVR2A:PREP:SYTL3:WTAP:MRPL18:AFDN:CNTNAP2:GARNL3	8	BRCA:LUSC:LUAD:PRAD:GBM:ESCA
TNFAIP6	ORC4	1	SARC
SUMO1	MBD5	1	PRAD
MGAT5	MBD5	1	STAD
LYPD6	MBD5:LY75:LY75-CD302	3	SKCM:STAD
KIF5C	EPC2:STK39:GULP1	3	BLCA:ESCA:SARC
UBXN2A	TPO	1	LGG
GULP1	AC007364.1:NCKAP1:NUP35:AC007319.1:TFPI:AC092598.1:BOLL:KCNJ13	8	KIRP:PRAD:BRCA:OV:BLCA
RIF1	TNFAIP6:PDE11A	2	SARC:UCEC
LINC01850	FMNL2	1	SARC
CACNB4	PRPF40A:YWHAZ	2	OV:PCPG
GPD2	GALNT13:NR4A2	2	LUAD:HNSC
CEP72	GALNT13:EXOC3:PAPD7:TPPP:ZDHHC11:TAS2R1	6	LUSC:ESCA:LUAD:COAD:SKCM
DDX46	TPO:AC010307.4:CAMLG:CDC25C	4	SARC:COAD:OV:STAD:UCEC
EIF2AK3	NBAS	1	SKCM
KCNJ3	GALNT13	1	BRCA
GRB14	KCNJ3	1	LUAD
LAP3	DDX1	1	BLCA
LINC01804	DDX1	1	LUAD
NR4A2	GPD2	1	HNSC
WDSUB1	GPD2:BAZ2B:AC011900.1:FYTTD1	4	BLCA:BRCA:ESCA:STAD:SARC
IKZF1	CYTIP:LRBA:PHF14:TRGC2	4	ESCA:BRCA:LUAD:KIRC
LRPPRC	CYTIP:PREPL:SMARCA1	3	BRCA:THCA:OV
PKP4	UPP2:CCDC148:LMBR1	3	BRCA:SARC:OV
SMC6	AC113608.2:MYCNUT	2	LGG
LY75	CCDC148	1	LUAD
ACVR1C	CCDC148	1	STAD
GORASP2	PKP4-AS1:GAD1:WIPF1	3	BRCA:OV:KIRC
CCDC148	WDSUB1:GCG	2	BRCA:THCA:OV
PKP4-AS1	LY75-CD302	1	BRCA
PLD5	PLA2R1	1	SKCM
PLA2R1	ITGB6:RBMS1	2	HNSC:CESC:OV
RAPH1	AC009299.3	1	BRCA
NBEAL1	TANK:CARF:MLLT3	3	BRCA:LUAD:LUSC
SCN9A	PSMD14	1	STAD
TBR1	PSMD14	1	BRCA
SLC4A10	PSMD14	1	BRCA
PMS1	GCG:RAPGEF4:HIBCH	3	BRCA:ESCA:HNSC
TNS1	FAP:TMBIM1:CATIP-AS2:RNF25:SPTBN1	5	LUSC:ACC:UCEC:LGG
FAP	IFIH1	1	LUAD
ITGA9-AS1	GCA	1	STAD
NUP35	KCNH7:VSNL1:DUSP19	3	OV:ESCA
TTC21B	COBLL1:SLC38A11	2	PRAD
FAM133B	AC019197.1:CDK6	2	LUAD:KIRC:LUSC
CPEB3	AC019197.1	1	PRAD
KCNH7	SLC38A11	1	BRCA
LINC01121	SCN2A	1	CESC
GALNT3	AC009495.1	1	KIRC
CERS6	AC010127.1:ABCB11	2	PRAD:STAD
SLC1A1	AC073050.1:SMARCA2	2	LIHC:LUSC
ANKRD44	AC016723.1:CD24	2	KIRP:BRCA
IL1RAPL2	STK39	1	PRAD
RNASEK-C17orf49	STK39	1	SARC
UBR3	PPIG	1	LUAD
ACOXL	KLHL23:UNC5D	2	BLCA
EIF3A	UBR3:TBC1D1	2	STAD:HNSC
GAD1	ERICH2	1	DLBC
SLC25A12	ERICH2	1	KIRP
MAP3K20	GORASP2:RAPGEF4	2	LUSC:LIHC:LUAD
DCAF17	GORASP2	1	KIRC
PDK1	TLK1	1	STAD
OLA1	METTL8:CIR1:GPR155:CAB39:NDUFB2	5	BRCA:ESCA:CHOL
HAT1	DYNC1I2:EXOC6B	2	OV:LUAD
METTL8	SLC25A12	1	BRCA
HIBCH	DLX1:CTNNA2	2	OV:BRCA
MRPS25	AC104088.1:ANKRD28	2	UCEC:OV
ALS2	AC078883.3	1	SKCM
CLASP1	AC078883.1:HK2	2	OV:BRCA
CIR1	RAPGEF4-AS1:NFE2L2:AGPS:PLPP1	4	PRAD:HNSC:DLBC
MAP3K20-AS1	OLA1	1	COAD
HOXD10	CIR1	1	ESCA
SLC35F5	WIPF1	1	PRAD
TTN	CHRNA1	1	SARC
HOXD3	CHN1	1	ESCA
WIPF1	CHN1:ATF2	2	SKCM:HNSC
CHN1	ATF2	1	LGG
CREB1	ATF2:PARD3B:FASTKD2	3	OV:PRAD:BRCA
HNRNPA3	ATP5G3	1	STAD
HECW2	AC016751.2	1	KIRP
PLEKHH2	VSNL1:THADA	2	PRAD:CESC
LNPK	EVX2	1	STAD
PLEKHA3	MTX2:OSBPL6:AC009948.1	3	PRAD:CESC:OV:SKCM
EPHA4	MTX2	1	BLCA
THUMPD2	VSNL1	1	LUAD
RBM45	LINC01117:DGUOK	2	UCEC:BRCA
AP1S3	AC074286.1:CUL3:LRRFIP1	3	BRCA:STAD
PPIG	NFE2L2:FAM117B:CRIM1	3	ESCA:LUSC:BRCA
TTN-AS1	AGPS	1	STAD
CEP63	AGPS	1	MESO
FXR1	AC012499.1:VGLL4:NAALADL2:KLHL24:PROS1:LINC01019:FGF10:RIMS2	8	OV:BRCA:CESC:LUSC
ANKMY1	PDE11A	1	OV
CXCR4	TTN-AS1:CFLAR	2	STAD:DLBC
RAB11FIP5	UBE2E3	1	OV
MRPL33	AC093390.2:GPN1:RBKS	3	SKCM:STAD:UCS:LUAD:ESCA
UBE2F-SCLY	LINC01934:IQCG	2	BLCA:LGG
ADAM23	CERKL:PLPP1	2	LUSC:HNSC
PDE1A	PPP1R1C	1	KIRC
CCDC47	NCKAP1:USP37:TERT	3	LUAD:HNSC:ACC
FRZB	NCKAP1	1	BRCA
MYO1B	NCKAP1:STAT4:SPAG16:LAMA2	4	HNSC:PRAD:STAD
XYLB	NT5C1B-RDH14:ITGA9:OXSR1	3	PRAD:BRCA:SKCM
PREX2	ITGAV:STIM2:FAM110B	3	PRAD:ESCA
MFSD6	CALCRL:C2orf88:HIBCH:CXorf66	4	GBM:OV:BRCA
CALCRL	TFPI:AC007388.1	2	COAD:KIRP
COL3A1	GULP1:AEBP1	2	UCS:OV
CARMN	COL3A1:PCYOX1L	2	STAD:SARC
TPM2	COL3A1	1	SARC
GTF3C3	COL5A2	1	ESCA
AC108047.1	WDR75:MFSD6	2	OV:BRCA
GLS	ANKAR:MFSD6	2	UCEC:OV:STAD
KLF7	OSGEPL1-AS1:PARD3B:AC009226.1:CPS1	4	BRCA:SKCM:PAAD:SARC
INPP1	PMS1:HECW2	2	BRCA:KIRP
NEMP2	AC006460.2	1	BRCA
ACOX3	STAT1:CD96	2	MESO:BLCA
NOSTRIN	STAT1	1	KIRP
AC098617.1	MYO1B	1	LUSC
TRAK2	SLC39A10:AP1S3	2	STAD:SARC
STK17B	HECW2	1	BRCA
CKMT2-AS1	PGAP1:CETN3	2	COAD:PRAD
MOB4	COQ10B	1	HNSC:CESC
FAM126B	COQ10B:CFLAR-AS1	2	SARC:BRCA
SF3B1	HSPD1:BOLL:SATB2	3	THCA:STAD
KCTD18	PLCL1:SNED1	2	ACC:LUAD
COL5A2	AC019330.1	1	ESCA
HDAC4	SATB2:NDUFA10:COPS9:THAP4:SNX18:CUX1:BRAT1	7	BLCA:SKCM:BRCA:ESCA:OV:LIHC:LUAD:LUSC:LGG
MAIP1	C2orf69	1	ESCA
ABI2	SPATS2L:NBEAL1:MLLT3	3	STAD:SKCM
BMPR2	SPATS2L:KIAA2012:NOP58:KANSL1L:MARCH4:AC007563.2	6	STAD:LUAD:BRCA:PRAD
AC017083.4	SPATS2L	1	LUAD
CLK1	ORC2:NAPRT	2	STAD:ACC
PPIL3	ORC2	1	OV
CFLAR	NDUFB3:XRCC5:AGBL5	3	HNSC:UCS:UCEC:KIRP
CASP10	CFLAR	1	STAD
SSB	CASP8	1	LUAD
SEMA3B	ALS2CR12:RBM6	2	STAD:OV
IDUA	ALS2CR12	1	LIHC
YAE1D1	ALS2:GJC3	2	PRAD:CESC
ZNF320	ALS2	1	STAD
LAPTM4A	SDC1	1	BRCA:PRAD
STAT1	SUMO1	1	SARC
SNX30	NOP58:PXT1:ALDOB:LPAR1:KIAA1958:SEC16A	6	OV:BLCA:PRAD:LGG:ESCA:SARC
FAM117B	BMPR2:AC007679.2:ATIC	3	CESC:BRCA
MATN3	PUM2	1	PAAD
SDC1	PUM2	1	STAD
RPL37A	FAM117B:SMARCAL1	2	BRCA:STAD
PTPN23	ICA1L:CCDC14:KIF9-AS1:KLHL18:RHOA:AC084024.3	6	PRAD:LIHC:UCEC:OV:STAD:BLCA
MAP2	ICA1L	1	HNSC
ELF2	ICA1L:MGARP:NDUFC1:LINC02447:GTF2IRD1	5	LUSC:ESCA:LUAD:PRAD:OV
WDR35	PUM2	1	BRCA
LMAN1	NBEAL1	1	SARC
SLC22A3	CYP20A1:ZDHHC14:PVT1	3	LIHC:GBM:OV
MB21D2	CTLA4:LINC01986	2	SARC:COAD
ZC3H8	PARD3B	1	ACC
WDFY1	PARD3B:AC098820.2:CUL3	3	SARC:PRAD:BRCA
NRP2	PARD3B:KLF7	2	HNSC:SKCM:BRCA:ESCA
CRIM1	EEF1B2:LINC01317:HAAO:LRPPRC:TACR1	5	COAD:KIRP:UCEC:KIRC
HSPD1	GPR1	1	BRCA
MTMR1	HS1BP3:FATE1	2	BRCA
FASTKD2	FAM237A	1	OV
PTH2R	CCNYL1:RPE	2	PAAD:LUSC
UGP2	PLEKHM3:LINC01793:WDPCP	3	LUSC:BRCA
AC009226.1	PLEKHM3	1	ESCA
ERBB4	IDH1:RPE:DIRC3:STK11IP:RUFY3:RBM33	6	OV:BRCA
ING2	IDH1	1	PRAD
EIF4G1	PTH2R	1	PRAD
PLEKHM3	MAP2	1	COAD
LANCL1	RPE	1	SARC
SEPT2	KANSL1L:HDLBP:RHOH:C1QTNF3-AMACR	4	BRCA:STAD:ESCA:PRAD
SH3BP4	LANCL1:SNED1:MST1R:AL592043.1	4	PAAD:COAD:CESC:STAD
TET2	LANCL1:OSTC:LARP7	3	BRCA:KIRC:PRAD
ZC3H15	CPS1	1	PRAD
ATAD2	ERBB4:PODXL:LRP12:ZFPM2:AC104316.1:WDYHV1:TATDN1:CCDC26	8	HNSC:BRCA:LUAD:OV:UCEC:PAAD
SPAST	AC018742.1	1	MESO
CUL3	SPAG16:AC104830.1:IRS1:PCMTD1	4	LUSC:OV:BRCA
LZTS3	FN1	1	THCA
AC098820.1	FN1:PSMD1	2	SARC:HNSC
ABCA12	AC012668.2:SGPP2	2	BRCA:ESCA
PNKD	AC122136.1	1	BRCA
LINC00607	MREG	1	LUAD
CCDC39	PECR	1	SARC
ABCB4	TMEM169	1	LIHC
SMARCAL1	XRCC5	1	CESC
AAMP	MARCH4	1	LUSC
IGFBP2	SMARCAL1:RPL37A	2	LUAD:LIHC
CALCA	RPL37A	1	LUAD
RBM33	RPL37A:AC019117.2:TMEM120A:CDK14	4	STAD:GBM:ESCA:LUSC
ZNF789	RPL37A	1	PRAD
AC008894.1	IGFBP2	1	BRCA
USP37	DIRC3:NHEJ1:DHRSX	3	LUSC:UCS:SARC
CNOT9	ARPC2:LINC01807	2	LUAD:UCEC:STAD
PLEKHG6	TMBIM1	1	READ
MYOZ2	PNKD	1	PRAD
PLCD4	VIL1	1	BRCA
AC078778.2	USP37	1	ESCA
STK36	BCS1L	1	OV
TTLL4	STK36:DHRSX	2	STAD:SARC
E2F6	STK36	1	OV
ZFAND2B	CYP27A1:LINC00969	2	STAD:SARC
TYW5	LINC01494	1	LIHC
PSMD1	AC068946.1:DNER:SP140L:AC112715.1:ATP2C1	5	COAD:GBM:BRCA:STAD:HNSC
DES	DNAJB2	1	SKCM
RRAD	DES	1	HNSC
HSPB1	DES	1	SARC
UFSP2	EPHA4:ZNF621	2	HNSC:SKCM
PLA2G16	SGPP2	1	LGG
NDUFA10	SGPP2:APBB2	2	LUSC:STAD
SERPINE2	FARSB:NLGN4X	2	COAD:SARC
FKBP15	FARSB:MLANA	2	STAD:SKCM
PAX3	FARSB	1	SKCM
PECR	WDFY1	1	BRCA
SPAG16	CUL3	1	LUSC
DAPP1	COL4A3:SLC4A4	2	HNSC:LUSC
AC097662.1	TM4SF20	1	BRCA
SP140L	LINC01807:PDE6D	2	UCEC:HNSC
PER2	LINC01807:EHMT1	2	UCEC:ESCA
PSMB7	PID1:NR6A1	2	SKCM:SARC
UNC13B	DNER:NUP188:UBE2R2:FAM201A:PTPRD:TAF7L	6	BRCA:STAD:HNSC:PAAD:BLCA:LUAD
SP140	AC009950.1	1	LUAD
SLC16A14	SP110	1	LUAD
TMPRSS4	AC018467.1	1	BRCA
LMTK2	AC010149.1:IMMP2L:PCLO	3	BLCA:LUSC
ZDBF2	PSMD1	1	SARC
LAPTM4B	ARMC9:ARFGEF1:CPQ:MTDH:VPS13B	5	ACC:LUAD:OV:LIHC:STAD
EIF4G2	NCL:RSPO2:RPS4X	3	LGG:PRAD:OV
COPS7B	PTMA	1	PAAD
NCL	PDE6D	1	ESCA
NMUR1	PDE6D	1	BRCA
EIF4E2	DIS3L2	1	OV
EFHD1	DIS3L2:EIF4E2	2	OV:BRCA
TMOD2	EIF4E2	1	BRCA
ATG16L1	GIGYF2:NGEF	2	BRCA:LGG
UGT1A7	USP40	1	ESCA
NMD3	USP40	1	LIHC
TRPM8	UGT1A6:UGT1A5:SLC4A4	3	PRAD:LUSC
CDS1	UGT1A5	1	BLCA
SPP2	MROH2A	1	LIHC
SNED1	HJURP	1	BRCA
