Gene stable ID	Gene name	number_of_domains
ENSG00000169446	MMGT1	1
ENSG00000169469	SPRR1B	2
ENSG00000169474	SPRR1A	2
ENSG00000169484	OR4K14	1
ENSG00000169488	OR4K15	1
ENSG00000169490	TM2D2	1
ENSG00000169495	HTRA4	4
ENSG00000169499	PLEKHA2	2
ENSG00000169504	CLIC4	1
ENSG00000169507	SLC38A11	1
ENSG00000169508	GPR183	1
ENSG00000169509	CRCT1	1
ENSG00000169515	CCDC8	1
ENSG00000169519	METTL15	1
ENSG00000169548	ZNF280A	1
ENSG00000169550	MUC15	2
ENSG00000169551	CT55	2
ENSG00000169554	ZEB2	2
ENSG00000169562	GJB1	1
ENSG00000169564	PCBP1	3
ENSG00000169567	HINT1	1
ENSG00000169570	DTWD2	1
ENSG00000169575	VPREB1	1
ENSG00000169583	CLIC3	2
ENSG00000169592	INO80E	0
ENSG00000169594	BNC1	2
ENSG00000169598	DFFB	2
ENSG00000169599	NFU1	2
ENSG00000169604	ANTXR1	3
ENSG00000169605	GKN1	1
ENSG00000169607	CKAP2L	2
ENSG00000169609	C15orf40	1
ENSG00000169612	FAM103A1	1
ENSG00000169618	PROKR1	1
ENSG00000169621	APLF	2
ENSG00000169627	BOLA2B	1
ENSG00000169629	RGPD8	5
ENSG00000169635	HIC2	4
ENSG00000169641	LUZP1	0
ENSG00000169660	HEXDC	1
ENSG00000169676	DRD5	1
ENSG00000169679	BUB1	2
ENSG00000169682	SPNS1	1
ENSG00000169683	LRRC45	3
ENSG00000169684	CHRNA5	3
ENSG00000169688	MT1B	1
ENSG00000169689	CENPX	1
ENSG00000169692	AGPAT2	1
ENSG00000169696	ASPSCR1	2
ENSG00000169704	GP9	2
ENSG00000169710	FASN	10
ENSG00000169714	CNBP	7
ENSG00000169715	MT1E	1
ENSG00000169717	ACTRT2	1
ENSG00000169718	DUS1L	1
ENSG00000169727	GPS1	2
ENSG00000169733	RFNG	1
ENSG00000169738	DCXR	1
ENSG00000169740	ZNF32	5
ENSG00000169744	LDB2	2
ENSG00000169750	RAC3	1
ENSG00000169752	NRG4	1
ENSG00000169756	LIMS1	5
ENSG00000169758	TMEM266	0
ENSG00000169760	NLGN1	1
ENSG00000169762	TAPT1	2
ENSG00000169764	UGP2	1
ENSG00000169777	TAS2R1	1
ENSG00000169783	LINGO1	4
ENSG00000169789	PRY	0
ENSG00000169800	RBMY1F	2
ENSG00000169807	PRY2	0
ENSG00000169813	HNRNPF	3
ENSG00000169814	BTD	1
ENSG00000169826	CSGALNACT2	1
ENSG00000169836	TACR3	1
ENSG00000169840	GSX1	1
ENSG00000169851	PCDH7	8
ENSG00000169855	ROBO1	8
ENSG00000169856	ONECUT1	2
ENSG00000169857	AVEN	0
ENSG00000169860	P2RY1	1
ENSG00000169862	CTNND2	4
ENSG00000169871	TRIM56	2
ENSG00000169876	MUC17	1
ENSG00000169877	AHSP	1
ENSG00000169884	WNT10B	1
ENSG00000169885	CALML6	2
ENSG00000169891	REPS2	1
ENSG00000169894	MUC3A	0
ENSG00000169895	SYAP1	1
ENSG00000169896	ITGAM	4
ENSG00000169900	PYDC1	1
ENSG00000169902	TPST1	1
ENSG00000169903	TM4SF4	1
ENSG00000169905	TOR1AIP2	1
ENSG00000169906	S100G	2
ENSG00000169908	TM4SF1	1
ENSG00000169914	OTUD3	1
ENSG00000169918	OTUD7A	2
ENSG00000169919	GUSB	3
ENSG00000169925	BRD3	3
ENSG00000169926	KLF13	2
ENSG00000169933	FRMPD4	2
ENSG00000169946	ZFPM2	2
ENSG00000169951	ZNF764	4
ENSG00000169953	HSFY2	1
ENSG00000169955	ZNF747	2
ENSG00000169957	ZNF768	10
ENSG00000169962	TAS1R3	3
ENSG00000169964	TMEM42	0
ENSG00000169967	MAP3K2	2
ENSG00000169972	PUSL1	2
ENSG00000169976	SF3B5	1
ENSG00000169981	ZNF35	7
ENSG00000169989	TIGD4	3
ENSG00000169991	IFFO2	1
ENSG00000169992	NLGN2	1
ENSG00000169994	MYO7B	9
ENSG00000170004	CHD3	9
ENSG00000170006	TMEM154	1
ENSG00000170011	MYRIP	3
ENSG00000170017	ALCAM	2
ENSG00000170027	YWHAG	1
ENSG00000170035	UBE2E3	1
ENSG00000170037	CNTROB	0
ENSG00000170043	TRAPPC1	1
ENSG00000170044	ZPLD1	1
ENSG00000170049	KCNAB3	1
ENSG00000170054	SERPINA9	1
ENSG00000170074	FAM153A	4
ENSG00000170075	GPR37L1	1
ENSG00000170085	SIMC1	0
ENSG00000170088	TMEM192	1
ENSG00000170091	HMP19	1
ENSG00000170092	SPDYE5	2
ENSG00000170099	SERPINA6	1
ENSG00000170100	ZNF778	9
ENSG00000170113	NIPA1	1
ENSG00000170122	FOXD4	1
ENSG00000170128	GPR25	1
ENSG00000170142	UBE2E1	1
ENSG00000170144	HNRNPA3	2
ENSG00000170145	SIK2	1
ENSG00000170153	RNF150	2
ENSG00000170160	CCDC144A	2
ENSG00000170162	VGLL2	1
ENSG00000170166	HOXD4	1
ENSG00000170175	CHRNB1	2
ENSG00000170178	HOXD12	1
ENSG00000170180	GYPA	1
ENSG00000170185	USP38	1
ENSG00000170190	SLC16A5	1
ENSG00000170191	NANP	1
ENSG00000170209	ANKK1	6
ENSG00000170214	ADRA1B	1
ENSG00000170222	ADPRM	1
ENSG00000170231	FABP6	1
ENSG00000170234	PWWP2A	1
ENSG00000170236	USP50	1
ENSG00000170242	USP47	1
ENSG00000170248	PDCD6IP	2
ENSG00000170255	MRGPRX1	1
ENSG00000170260	ZNF212	5
ENSG00000170262	MRAP	1
ENSG00000170264	FAM161A	1
ENSG00000170265	ZNF282	5
ENSG00000170266	GLB1	3
ENSG00000170270	GON7	1
ENSG00000170271	FAXDC2	1
ENSG00000170275	CRTAP	0
ENSG00000170276	HSPB2	1
ENSG00000170279	C7orf33	0
ENSG00000170289	CNGB3	1
ENSG00000170290	SLN	1
ENSG00000170291	ELP5	1
ENSG00000170293	CMTM8	1
ENSG00000170296	GABARAP	1
ENSG00000170298	LGALS9B	2
ENSG00000170310	STX8	1
ENSG00000170312	CDK1	2
ENSG00000170315	UBB	3
ENSG00000170322	NFRKB	1
ENSG00000170323	FABP4	1
ENSG00000170324	FRMPD2	6
ENSG00000170325	PRDM10	4
ENSG00000170340	B3GNT2	1
ENSG00000170345	FOS	1
ENSG00000170348	TMED10	1
ENSG00000170364	SETMAR	3
ENSG00000170365	SMAD1	2
ENSG00000170367	CST5	1
ENSG00000170369	CST2	1
ENSG00000170370	EMX2	1
ENSG00000170373	CST1	1
ENSG00000170374	SP7	1
ENSG00000170379	TCAF2	1
ENSG00000170381	SEMA3E	2
ENSG00000170382	LRRN2	4
ENSG00000170385	SLC30A1	1
ENSG00000170390	DCLK2	3
ENSG00000170396	ZNF804A	1
ENSG00000170412	GPRC5C	1
ENSG00000170417	TMEM182	1
ENSG00000170419	VSTM2A	1
ENSG00000170421	KRT8	2
ENSG00000170423	KRT78	2
ENSG00000170425	ADORA2B	1
ENSG00000170426	SDR9C7	1
ENSG00000170430	MGMT	2
ENSG00000170439	METTL7B	1
ENSG00000170442	KRT86	2
ENSG00000170445	HARS	4
ENSG00000170448	NFXL1	11
ENSG00000170454	KRT75	2
ENSG00000170456	DENND5B	6
ENSG00000170458	CD14	0
ENSG00000170464	DNAJC18	2
ENSG00000170465	KRT6C	2
ENSG00000170468	RIOX1	1
ENSG00000170469	SPATA24	1
ENSG00000170471	RALGAPB	0
ENSG00000170473	PYM1	1
ENSG00000170476	MZB1	1
ENSG00000170477	KRT4	3
ENSG00000170482	SLC23A1	1
ENSG00000170484	KRT74	2
ENSG00000170485	NPAS2	3
ENSG00000170486	KRT72	3
ENSG00000170498	KISS1	1
ENSG00000170500	LONRF2	3
ENSG00000170502	NUDT9	1
ENSG00000170509	HSD17B13	1
ENSG00000170515	PA2G4	1
ENSG00000170516	COX7B2	1
ENSG00000170522	ELOVL6	1
ENSG00000170523	KRT83	2
ENSG00000170525	PFKFB3	2
ENSG00000170537	TMC7	1
ENSG00000170540	ARL6IP1	0
ENSG00000170542	SERPINB9	1
ENSG00000170545	SMAGP	0
ENSG00000170549	IRX1	1
ENSG00000170558	CDH2	7
ENSG00000170561	IRX2	1
ENSG00000170571	EMB	2
ENSG00000170577	SIX2	2
ENSG00000170579	DLGAP1	1
ENSG00000170581	STAT2	5
ENSG00000170584	NUDCD2	1
ENSG00000170604	IRF2BP1	2
ENSG00000170605	OR9K2	1
ENSG00000170606	HSPA4	2
ENSG00000170608	FOXA3	2
ENSG00000170613	FAM71B	1
ENSG00000170615	SLC26A5	2
ENSG00000170619	COMMD5	1
ENSG00000170624	SGCD	1
ENSG00000170627	GTSF1	2
ENSG00000170631	ZNF16	12
ENSG00000170632	ARMC10	1
ENSG00000170633	RNF34	1
ENSG00000170634	ACYP2	1
ENSG00000170638	TRABD	1
ENSG00000170647	TMEM133	0
ENSG00000170653	ATF7	1
ENSG00000170667	RASA4B	5
ENSG00000170677	SOCS6	2
ENSG00000170681	CAVIN4	1
ENSG00000170683	OR10A3	1
ENSG00000170684	ZNF296	0
ENSG00000170689	HOXB9	2
ENSG00000170703	TTLL6	1
ENSG00000170734	POLH	2
ENSG00000170743	SYT9	2
ENSG00000170745	KCNS3	2
ENSG00000170748	RBMXL2	2
ENSG00000170759	KIF5B	1
ENSG00000170775	GPR37	1
ENSG00000170776	AKAP13	3
ENSG00000170777	TPD52L3	1
ENSG00000170779	CDCA4	1
ENSG00000170782	OR10A4	1
ENSG00000170786	SDR16C5	1
ENSG00000170788	DYDC1	1
ENSG00000170790	OR10A2	1
ENSG00000170791	CHCHD7	0
ENSG00000170801	HTRA3	4
ENSG00000170802	FOXN2	1
ENSG00000170807	LMOD2	1
ENSG00000170819	BFSP2	1
ENSG00000170820	FSHR	5
ENSG00000170832	USP32	5
ENSG00000170835	CEL	3
ENSG00000170836	PPM1D	1
ENSG00000170837	GPR27	1
ENSG00000170848	PSG6	3
ENSG00000170852	KBTBD2	3
ENSG00000170854	RIOX2	1
ENSG00000170855	TRIAP1	1
ENSG00000170860	LSM3	1
ENSG00000170871	KIAA0232	1
ENSG00000170873	MTSS1	2
ENSG00000170876	TMEM43	1
ENSG00000170881	RNF139	2
ENSG00000170889	RPS9	2
ENSG00000170890	PLA2G1B	1
ENSG00000170891	CYTL1	1
ENSG00000170892	TSEN34	1
ENSG00000170893	TRH	1
ENSG00000170899	GSTA4	2
ENSG00000170903	MSANTD4	1
ENSG00000170906	NDUFA3	1
ENSG00000170909	OSCAR	1
ENSG00000170915	PAQR8	1
ENSG00000170917	NUDT6	1
ENSG00000170920	OR7G3	1
ENSG00000170921	TANC2	6
ENSG00000170923	OR7G2	1
ENSG00000170925	TEX13B	1
ENSG00000170927	PKHD1	11
ENSG00000170929	OR1M1	1
ENSG00000170935	NCBP2L	1
ENSG00000170946	DNAJC24	2
ENSG00000170948	MBD3L1	2
ENSG00000170949	ZNF160	12
ENSG00000170950	PGK2	1
ENSG00000170953	OR8B12	1
ENSG00000170954	ZNF415	8
ENSG00000170955	CAVIN3	1
ENSG00000170956	CEACAM3	1
ENSG00000170959	DCDC1	0
ENSG00000170961	HAS2	2
ENSG00000170962	PDGFD	2
ENSG00000170965	PLAC1	0
ENSG00000170967	DDI1	2
ENSG00000170989	S1PR1	1
ENSG00000171004	HS6ST2	1
ENSG00000171014	OR4D5	1
ENSG00000171016	PYGO1	1
ENSG00000171017	LRRC8E	3
ENSG00000171033	PKIA	1
ENSG00000171044	XKR6	1
ENSG00000171045	TSNARE1	3
ENSG00000171049	FPR2	1
ENSG00000171051	FPR1	1
ENSG00000171053	PATE1	0
ENSG00000171054	OR13H1	1
ENSG00000171055	FEZ2	1
ENSG00000171056	SOX7	2
ENSG00000171060	C8orf74	1
ENSG00000171067	C11orf24	0
ENSG00000171094	ALK	4
ENSG00000171097	KYAT1	1
ENSG00000171100	MTM1	2
ENSG00000171102	OBP2B	1
ENSG00000171103	TRMT61B	1
ENSG00000171105	INSR	4
ENSG00000171109	MFN1	2
ENSG00000171115	GIMAP8	3
ENSG00000171116	HSFX1	1
ENSG00000171119	NRTN	1
ENSG00000171121	KCNMB3	1
ENSG00000171124	FUT3	2
ENSG00000171126	KCNG3	2
ENSG00000171130	ATP6V0E2	1
ENSG00000171132	PRKCE	5
ENSG00000171133	OR2K2	1
ENSG00000171135	JAGN1	1
ENSG00000171136	RLN3	1
ENSG00000171148	TADA3	1
ENSG00000171150	SOCS5	3
ENSG00000171155	C1GALT1C1	0
ENSG00000171159	C9orf16	1
ENSG00000171160	MORN4	4
ENSG00000171161	ZNF672	4
ENSG00000171163	ZNF692	1
ENSG00000171169	NAIF1	1
ENSG00000171174	RBKS	1
ENSG00000171180	OR2M4	1
ENSG00000171189	GRIK1	3
ENSG00000171195	MUC7	0
ENSG00000171199	OPRPN	1
ENSG00000171201	SMR3B	1
ENSG00000171202	TMEM126A	1
ENSG00000171204	TMEM126B	1
ENSG00000171206	TRIM8	1
ENSG00000171208	NETO2	3
ENSG00000171209	CSN3	1
ENSG00000171217	CLDN20	1
ENSG00000171219	CDC42BPG	4
ENSG00000171222	SCAND1	1
ENSG00000171223	JUNB	2
ENSG00000171224	C10orf35	1
ENSG00000171227	TMEM37	1
ENSG00000171234	UGT2B7	1
ENSG00000171236	LRG1	2
ENSG00000171241	SHCBP1	1
ENSG00000171243	SOSTDC1	2
ENSG00000171246	NPTX1	1
ENSG00000171262	FAM98B	1
ENSG00000171291	ZNF439	7
ENSG00000171295	ZNF440	7
ENSG00000171298	GAA	4
ENSG00000171302	CANT1	1
ENSG00000171303	KCNK3	2
ENSG00000171307	ZDHHC16	1
ENSG00000171310	CHST11	1
ENSG00000171311	EXOSC1	2
ENSG00000171314	PGAM1	2
ENSG00000171316	CHD7	6
ENSG00000171320	ESCO2	2
ENSG00000171345	KRT19	2
ENSG00000171346	KRT15	1
ENSG00000171357	LURAP1	1
ENSG00000171360	KRT38	1
ENSG00000171365	CLCN5	3
ENSG00000171368	TPPP	1
ENSG00000171385	KCND3	4
ENSG00000171388	APLN	1
ENSG00000171396	KRTAP4-4	3
ENSG00000171401	KRT13	1
ENSG00000171402	XAGE3	1
ENSG00000171403	KRT9	1
ENSG00000171405	XAGE5	1
ENSG00000171408	PDE7B	1
ENSG00000171421	MRPL36	1
ENSG00000171425	ZNF581	3
ENSG00000171428	NAT1	1
ENSG00000171431	KRT20	1
ENSG00000171433	GLOD5	1
ENSG00000171435	KSR2	2
ENSG00000171443	ZNF524	3
ENSG00000171444	MCC	3
ENSG00000171446	KRT27	1
ENSG00000171448	ZBTB26	3
ENSG00000171450	CDK5R2	1
ENSG00000171451	DSEL	1
ENSG00000171453	POLR1C	2
ENSG00000171456	ASXL1	3
ENSG00000171459	OR1L6	1
ENSG00000171462	DLK2	4
ENSG00000171466	ZNF562	6
ENSG00000171467	ZNF318	0
ENSG00000171469	ZNF561	6
ENSG00000171475	WIPF2	1
ENSG00000171476	HOPX	1
ENSG00000171478	SPACA5B	1
ENSG00000171481	OR1L3	1
ENSG00000171487	NLRP5	7
ENSG00000171488	LRRC8C	3
ENSG00000171489	SPACA5	1
ENSG00000171490	RSL1D1	2
ENSG00000171492	LRRC8D	3
ENSG00000171495	MROH2B	0
ENSG00000171496	OR1L8	1
ENSG00000171497	PPID	2
ENSG00000171501	OR1N2	1
ENSG00000171502	COL24A1	16
ENSG00000171503	ETFDH	2
ENSG00000171505	OR1N1	1
ENSG00000171509	RXFP1	4
ENSG00000171517	LPAR3	1
ENSG00000171522	PTGER4	1
ENSG00000171530	TBCA	1
ENSG00000171532	NEUROD2	2
ENSG00000171533	MAP6	0
ENSG00000171540	OTP	2
ENSG00000171551	ECEL1	2
ENSG00000171552	BCL2L1	2
ENSG00000171557	FGG	2
ENSG00000171560	FGA	3
ENSG00000171561	OR2AT4	1
ENSG00000171564	FGB	2
ENSG00000171566	PLRG1	5
ENSG00000171570	RAB4B-EGLN2	1
ENSG00000171574	ZNF584	6
ENSG00000171587	DSCAM	13
ENSG00000171595	DNAI2	0
ENSG00000171596	NMUR1	1
ENSG00000171603	CLSTN1	2
ENSG00000171604	CXXC5	1
ENSG00000171606	ZNF274	7
ENSG00000171608	PIK3CD	5
ENSG00000171611	PTCRA	1
ENSG00000171612	SLC25A33	3
ENSG00000171617	ENC1	6
ENSG00000171621	SPSB1	2
ENSG00000171631	P2RY6	1
ENSG00000171634	BPTF	6
ENSG00000171643	S100Z	1
ENSG00000171649	ZIK1	6
ENSG00000171657	GPR82	1
ENSG00000171659	GPR34	1
ENSG00000171680	PLEKHG5	1
ENSG00000171681	ATF7IP	2
ENSG00000171695	LKAAEAR1	1
ENSG00000171700	RGS19	1
ENSG00000171703	TCEA2	3
ENSG00000171711	DEFB4A	1
ENSG00000171714	ANO5	2
ENSG00000171720	HDAC3	1
ENSG00000171722	SPATA46	0
ENSG00000171723	GPHN	4
ENSG00000171724	VAT1L	2
ENSG00000171729	TMEM51	1
ENSG00000171735	CAMTA1	3
ENSG00000171747	LGALS4	2
ENSG00000171757	LRRC34	6
ENSG00000171759	PAH	2
ENSG00000171763	SPATA5L1	2
ENSG00000171766	GATM	1
ENSG00000171772	SYCE1	1
ENSG00000171773	NXNL1	1
ENSG00000171777	RASGRP4	2
ENSG00000171786	NHLH1	1
ENSG00000171790	SLFNL1	1
ENSG00000171791	BCL2	2
ENSG00000171792	RHNO1	1
ENSG00000171793	CTPS1	2
ENSG00000171794	UTF1	1
ENSG00000171798	KNDC1	3
ENSG00000171804	WDR87	2
ENSG00000171806	METTL18	1
ENSG00000171811	CFAP46	0
ENSG00000171812	COL8A2	4
ENSG00000171813	PWWP2B	1
ENSG00000171815	PCDHB1	7
ENSG00000171817	ZNF540	8
ENSG00000171819	ANGPTL7	1
ENSG00000171823	FBXL14	6
ENSG00000171824	EXOSC10	3
ENSG00000171827	ZNF570	4
ENSG00000171840	NINJ2	1
ENSG00000171843	MLLT3	1
ENSG00000171847	FAM90A1	1
ENSG00000171848	RRM2	1
ENSG00000171853	TRAPPC12	2
ENSG00000171855	IFNB1	1
ENSG00000171858	RPS21	1
ENSG00000171860	C3AR1	2
ENSG00000171861	MRM3	1
ENSG00000171862	PTEN	2
ENSG00000171863	RPS7	1
ENSG00000171864	PRND	2
ENSG00000171865	RNASEH1	2
ENSG00000171867	PRNP	2
ENSG00000171872	KLF17	1
ENSG00000171873	ADRA1D	1
ENSG00000171877	FRMD5	4
ENSG00000171885	AQP4	1
ENSG00000171903	CYP4F11	1
ENSG00000171914	TLN2	7
ENSG00000171916	LGALS9C	2
ENSG00000171928	TVP23B	1
ENSG00000171931	FBXW10	3
ENSG00000171936	OR10H3	1
ENSG00000171940	ZNF217	0
ENSG00000171942	OR10H2	1
ENSG00000171943	SRGAP2C	1
ENSG00000171944	OR52A5	1
ENSG00000171951	SCG2	1
ENSG00000171953	ATPAF2	1
ENSG00000171954	CYP4F22	1
ENSG00000171956	FOXB1	1
ENSG00000171960	PPIH	1
ENSG00000171962	DRC3	1
ENSG00000171970	ZNF57	7
ENSG00000171984	C20orf196	1
ENSG00000171987	C11orf40	0
ENSG00000171988	JMJD1C	1
ENSG00000171989	LDHAL6B	2
ENSG00000171992	SYNPO	0
ENSG00000172000	ZNF556	5
ENSG00000172005	MAL	1
ENSG00000172006	ZNF554	7
ENSG00000172007	RAB33B	1
ENSG00000172009	THOP1	2
ENSG00000172014	ANKRD20A4	3
ENSG00000172016	REG3A	1
ENSG00000172020	GAP43	3
ENSG00000172023	REG1B	1
ENSG00000172031	EPHX4	1
ENSG00000172037	LAMB2	14
ENSG00000172046	USP19	5
ENSG00000172053	QARS	4
ENSG00000172057	ORMDL3	1
ENSG00000172058	SERF1A	1
ENSG00000172059	KLF11	1
ENSG00000172061	LRRC15	6
ENSG00000172062	SMN1	1
ENSG00000172071	EIF2AK3	2
ENSG00000172073	TEX37	1
ENSG00000172081	MOB3A	1
ENSG00000172086	KRCC1	0
ENSG00000172113	NME6	1
ENSG00000172115	CYCS	1
ENSG00000172116	CD8B	1
ENSG00000172123	SLFN12	1
ENSG00000172137	CALB2	3
ENSG00000172139	SLC9C1	3
ENSG00000172146	OR1A1	1
ENSG00000172150	OR1A2	1
ENSG00000172154	OR8I2	1
ENSG00000172155	LCE1D	1
ENSG00000172156	CCL11	1
ENSG00000172159	FRMD3	4
ENSG00000172164	SNTB1	2
ENSG00000172167	MTBP	3
ENSG00000172171	TEFM	1
ENSG00000172172	MRPL13	1
ENSG00000172175	MALT1	3
ENSG00000172179	PRL	1
ENSG00000172183	ISG20	1
ENSG00000172188	OR4C11	1
ENSG00000172197	MBOAT1	1
ENSG00000172199	OR8U1	1
ENSG00000172201	ID4	1
ENSG00000172209	GPR22	1
ENSG00000172215	CXCR6	1
ENSG00000172216	CEBPB	1
ENSG00000172232	AZU1	1
ENSG00000172236	TPSAB1	1
ENSG00000172238	ATOH1	1
ENSG00000172239	PAIP1	2
ENSG00000172243	CLEC7A	1
ENSG00000172244	C5orf34	2
ENSG00000172247	C1QTNF4	2
ENSG00000172260	NEGR1	3
ENSG00000172262	ZNF131	3
ENSG00000172264	MACROD2	1
ENSG00000172269	DPAGT1	1
ENSG00000172270	BSG	2
ENSG00000172273	HINFP	1
ENSG00000172288	CDY1	2
ENSG00000172289	OR10V1	1
ENSG00000172292	CERS6	2
ENSG00000172296	SPTLC3	1
ENSG00000172301	COPRS	1
ENSG00000172315	TP53RK	1
ENSG00000172318	B3GALT1	1
ENSG00000172320	OR5A1	1
ENSG00000172322	CLEC12A	1
ENSG00000172324	OR5A2	1
ENSG00000172331	BPGM	2
ENSG00000172336	POP7	1
ENSG00000172339	ALG14	1
ENSG00000172340	SUCLG2	2
ENSG00000172345	STARD5	1
ENSG00000172346	CSDC2	1
ENSG00000172348	RCAN2	1
ENSG00000172349	IL16	3
ENSG00000172350	ABCG4	2
ENSG00000172352	CDY1B	2
ENSG00000172354	GNB2	7
ENSG00000172361	CFAP53	1
ENSG00000172362	OR5B12	1
ENSG00000172365	OR5B2	1
ENSG00000172366	MCRIP2	1
ENSG00000172367	PDZD3	4
ENSG00000172375	C2CD2L	0
ENSG00000172377	OR9I1	1
ENSG00000172379	ARNT2	3
ENSG00000172380	GNG12	1
ENSG00000172382	PRSS27	1
ENSG00000172399	MYOZ2	1
ENSG00000172403	SYNPO2	1
ENSG00000172404	DNAJB7	1
ENSG00000172409	CLP1	3
ENSG00000172410	INSL5	1
ENSG00000172421	EFCAB3	1
ENSG00000172425	TTC36	1
ENSG00000172426	RSPH9	1
ENSG00000172428	COPS9	1
ENSG00000172432	GTPBP2	1
ENSG00000172456	FGGY	2
ENSG00000172457	OR9G4	1
ENSG00000172458	IL17D	1
ENSG00000172461	FUT9	2
ENSG00000172464	OR5AP2	1
ENSG00000172465	TCEAL1	1
ENSG00000172466	ZNF24	4
ENSG00000172468	HSFY1	1
ENSG00000172469	MANEA	1
ENSG00000172476	RAB40A	2
ENSG00000172478	C2orf54	1
ENSG00000172482	AGXT	1
ENSG00000172487	OR8J1	1
ENSG00000172489	OR5T3	1
ENSG00000172493	AFF1	2
ENSG00000172497	ACOT12	3
ENSG00000172500	FIBP	1
ENSG00000172508	CARNS1	1
ENSG00000172519	OR10H5	1
ENSG00000172530	BANP	1
ENSG00000172531	PPP1CA	2
ENSG00000172534	HCFC1	3
ENSG00000172538	FAM170B	0
ENSG00000172543	CTSW	2
ENSG00000172548	NIPAL4	1
ENSG00000172551	MUCL1	0
ENSG00000172554	SNTG2	1
ENSG00000172568	FNDC9	0
ENSG00000172572	PDE3A	1
ENSG00000172575	RASGRP1	3
ENSG00000172578	KLHL6	5
ENSG00000172586	CHCHD1	1
ENSG00000172590	MRPL52	0
ENSG00000172594	SMPDL3A	1
ENSG00000172602	RND1	1
ENSG00000172613	RAD9A	1
ENSG00000172638	EFEMP2	5
ENSG00000172640	OR10AD1	1
ENSG00000172650	AGAP5	2
ENSG00000172661	WASHC2C	1
ENSG00000172663	TMEM134	2
ENSG00000172667	ZMAT3	3
ENSG00000172671	ZFAND4	2
ENSG00000172673	THEMIS	2
ENSG00000172680	MOS	1
ENSG00000172687	ZNF738	1
ENSG00000172689	MS4A10	1
ENSG00000172716	SLFN11	2
ENSG00000172717	FAM71D	1
ENSG00000172724	CCL19	1
ENSG00000172725	CORO1B	5
ENSG00000172728	FUT10	2
ENSG00000172731	LRRC20	2
ENSG00000172732	MUS81	1
ENSG00000172733	PURG	1
ENSG00000172738	TMEM217	1
ENSG00000172742	OR4D9	1
ENSG00000172748	ZNF596	4
ENSG00000172752	COL6A5	13
ENSG00000172757	CFL1	1
ENSG00000172765	TMCC1	1
ENSG00000172766	NAA16	2
ENSG00000172769	OR5B3	1
ENSG00000172771	EFCAB12	0
ENSG00000172772	OR10W1	1
ENSG00000172775	FAM192A	1
ENSG00000172780	RAB43	1
ENSG00000172782	FADS6	1
ENSG00000172785	CBWD1	2
ENSG00000172789	HOXC5	1
ENSG00000172794	RAB37	1
ENSG00000172795	DCP2	2
ENSG00000172803	SNX32	2
ENSG00000172809	RPL38	1
ENSG00000172817	CYP7B1	1
ENSG00000172818	OVOL1	1
ENSG00000172819	RARG	2
ENSG00000172824	CES4A	2
ENSG00000172828	CES3	1
ENSG00000172830	SSH3	2
ENSG00000172831	CES2	1
ENSG00000172840	PDP2	1
ENSG00000172845	SP3	2
ENSG00000172867	KRT2	2
ENSG00000172869	DMXL1	3
ENSG00000172878	METAP1D	1
ENSG00000172888	ZNF621	4
ENSG00000172889	EGFL7	3
ENSG00000172890	NADSYN1	2
ENSG00000172893	DHCR7	1
ENSG00000172901	LVRN	2
ENSG00000172915	NBEA	5
ENSG00000172922	RNASEH2C	1
ENSG00000172927	MYEOV	0
ENSG00000172932	ANKRD13D	2
ENSG00000172935	MRGPRF	1
ENSG00000172936	MYD88	2
ENSG00000172938	MRGPRD	1
ENSG00000172939	OXSR1	2
ENSG00000172940	SLC22A13	1
ENSG00000172943	PHF8	2
ENSG00000172954	LCLAT1	2
ENSG00000172955	ADH6	2
ENSG00000172967	XKR3	1
ENSG00000172969	FRG2C	1
ENSG00000172977	KAT5	2
ENSG00000172985	SH3RF3	5
ENSG00000172986	GXYLT2	1
ENSG00000172987	HPSE2	1
ENSG00000172992	DCAKD	1
ENSG00000172995	ARPP21	2
ENSG00000173011	TADA2B	1
ENSG00000173013	CCDC96	1
ENSG00000173020	GRK2	3
ENSG00000173039	RELA	2
ENSG00000173040	EVC2	1
ENSG00000173041	ZNF680	8
ENSG00000173064	HECTD4	1
ENSG00000173065	FAM222B	1
ENSG00000173068	BNC2	1
ENSG00000173077	DEC1	1
ENSG00000173080	RXFP4	1
ENSG00000173083	HPSE	1
ENSG00000173085	COQ2	1
ENSG00000173093	CCDC63	0
ENSG00000173110	HSPA6	1
ENSG00000173113	TRMT112	1
ENSG00000173114	LRRN3	5
ENSG00000173120	KDM2A	4
ENSG00000173124	ACSM6	1
ENSG00000173137	ADCK5	1
ENSG00000173141	MRPL57	1
ENSG00000173145	NOC3L	2
ENSG00000173153	ESRRA	2
ENSG00000173156	RHOD	1
ENSG00000173157	ADAMTS20	15
ENSG00000173163	COMMD1	2
ENSG00000173166	RAPH1	2
ENSG00000173171	MTX1	3
ENSG00000173175	ADCY5	4
ENSG00000173193	PARP14	4
ENSG00000173198	CYSLTR1	1
ENSG00000173200	PARP15	3
ENSG00000173207	CKS1B	1
ENSG00000173208	ABCD2	2
ENSG00000173209	AHSA2	1
ENSG00000173210	ABLIM3	7
ENSG00000173212	MAB21L3	1
ENSG00000173214	MFSD4B	1
ENSG00000173218	VANGL1	1
ENSG00000173221	GLRX	1
ENSG00000173226	IQCB1	2
ENSG00000173227	SYT12	2
