Cancer,TCGA_barcode,Gene_A,Gene_B,Chr_A,Chr_B,Strand_A,Strand_B,Discordant_Pairs,JSR,perfect_JSR,Evalue,Junction_A,Junction_B,Tier,Frame,TN,WGS_validation,Centrality,liftover_pos1,liftover_pos2
LIHC,BC-A10T-01A,PI4K2A,UBTD1,10,10,1,1,7,5,5,0.88,99344671,99329895,tier1,In-frame,12777,NA,0.35691,97584914,97570138
LIHC,BC-A10T-01A,RAD50,C5orf56,5,5,1,1,28,44,38,1.7,131895059,131785342,tier1,In-frame,14159,NA,NA,132559367,132449650
LIHC,BC-A10T-01A,REPS2,TXLNG,X,X,1,1,3,2,2,0.36,17121902,16836697,tier1,In-frame,14548,NA,NA,17103779,16818574
LIHC,BC-A10T-01A,SHROOM3,FAM47E,4,4,1,1,5,2,2,0.098,77476916,77230297,tier1,Out-of-frame,15900,NA,NA,76555763,76309144
LIHC,BC-A10T-01A,ABCB4,TMEM169,7,2,-1,1,25,19,17,0.5,87076350,216946870,tier1,CDS-5UTR,49,NA,0.34976,87447034,216082147
LIHC,BC-A10T-01A,ABCC2,C3orf78,10,3,1,1,158,171,166,1.2,101567986,52574440,tier1,Out-of-frame,57,NA,NA,99808229,52540424
LIHC,BC-A10T-01A,CRK,GTF2I,17,7,-1,1,4,10,10,0.63,1359171,74113291,tier1,In-frame,4230,NA,0.38276,1455877,74698961
LIHC,BC-A10T-01A,FOXK2,GNG7,17,19,1,-1,5,4,4,0.065,80521424,2520723,tier1,CDS-5UTR,6657,NA,0.36052,82563548,2520725
LIHC,BC-A10T-01A,LOH12CR1,CDR2L,12,17,1,1,2,3,3,0.26,12514283,72995599,tier2,In-frame,9419,NA,0.35206,12361349,74999504
LIHC,BC-A10T-01A,MCC,DBN1,5,5,-1,-1,28,28,25,0.074,112630026,176887704,tier1,In-frame,10078,NA,0.37561,113294329,177460703
LIHC,BC-A10T-01A,P4HA1,CCDC102A,10,16,-1,-1,4,2,1,0.9,74833489,57555088,tier2,In-frame,12133,NA,0.34528,73073731,57521176
LIHC,BC-A10T-01A,PC,ACTN4,11,19,-1,1,114,61,57,0.21,66631245,39191240,tier1,In-frame,12352,NA,0.37541,66863774,38700600
LIHC,BC-A10T-01A,RALGAPA2,ACSM1,20,16,-1,-1,7,8,8,0.19,20610007,20696725,tier1,In-frame,14217,NA,NA,20629363,20685403
LIHC,BC-A10T-01A,RLF,RTN4RL1,1,17,1,-1,2,5,4,0.7,40627308,1841102,tier2,Out-of-frame,14707,NA,NA,40161636,1937808
LIHC,BC-A10T-01A,SLC39A14,FAM110B,8,8,1,1,20,28,27,0.16,22237027,59058466,tier1,NA,16200,NA,NA,22379514,58145907
LIHC,BC-A10T-01A,SPAG9,TEKT1,17,17,-1,-1,51,68,66,0.083,49059885,6704262,tier1,In-frame,16666,NA,NA,50982524,6800943
LIHC,BC-A10T-01A,XPO5,EYS,6,6,-1,-1,3,3,3,0.014,43514308,64436573,tier1,Out-of-frame,19963,NA,NA,43546571,63726680
LIHC,BC-A10T-01A,XRCC5,ABCB1,2,7,1,-1,40,32,32,0.015,216997110,87133765,tier1,In-frame,19982,NA,NA,216132387,87504449
LIHC,BC-A10T-01A,ZFAND3,POLR1C,6,6,1,1,7,4,3,0.56,37897775,43485044,tier1,Out-of-frame,20244,NA,NA,37929999,43517306
LIHC,BC-A10U-01A,SERPINA1,FOXP1,14,3,-1,-1,2,7,5,0.9,94844686,71007472,tier3,NA,15658,NA,NA,94378349,70958321
LIHC,BC-A10W-01A,HP,EEA1,16,12,1,-1,2,13,10,0.5,72094953,93229203,tier3,NA,7944,NA,0.37504,72061054,92835427
LIHC,BC-A10W-01A,NMNAT3,CCDC50,3,3,-1,1,8,8,7,2.6,139346458,191074877,tier1,In-frame,11620,NA,0.33316,139627616,191357088
LIHC,BC-A10X-01A,PPARA,RAB2A,22,8,1,1,32,28,28,0.4,46547873,61531139,tier1,5UTR-CDS,13223,NA,0.38714,46151970,60618580
LIHC,BC-A10X-01A,SEPP1,C16orf45,5,16,-1,1,2,24,2,0.62,42799982,15675074,tier3,3UTR-CDS,15589,NA,NA,42799880,15581217
LIHC,BC-A10Y-01A,C8orf47,MATN2,8,8,1,1,61,19,18,0.073,99076955,99042690,tier1,In-frame,2806,NA,NA,98064727,98030462
LIHC,BC-A10Y-01A,CAMKK2,ANAPC5,12,12,-1,-1,22,34,30,1.7,121734441,121758262,tier1,5UTR-CDS,2927,NA,0.3777,121296638,121320459
LIHC,BC-A10Y-01A,CAPN1,SPDYC,11,11,1,1,32,9,8,1.3,64953809,64939717,tier1,In-frame,2957,NA,0.36274,65186338,65172246
LIHC,BC-A10Y-01A,CPNE6,LRRC16B,14,14,1,1,44,6,5,0.35,24542887,24528344,tier1,CDS-5UTR,4134,NA,0.35203,24073678,24059135
LIHC,BC-A10Y-01A,DDB1,CPSF7,11,11,-1,-1,26,13,12,2.2,61099015,61189080,tier1,In-frame,4631,NA,0.35778,61331543,61421608
LIHC,BC-A10Y-01A,EIF4A2,KNG1,3,3,1,1,6635,4161,3743,0.23,186504062,186461494,tier1,In-frame,5455,NA,0.37103,186786273,186743705
LIHC,BC-A10Y-01A,PFKFB1,ALAS2,X,X,-1,-1,12,7,5,0.48,55020344,55035776,tier1,In-frame,12639,NA,0.34685,54993911,55009343
LIHC,BC-A10Y-01A,AC002094.1,UTRN,17,6,-1,1,4,2,2,0.25,26694297,144665237,tier1,NA,138,NA,0.36716,28367276,144344101
LIHC,BC-A10Y-01A,CPSF1,AHNAK,8,11,-1,-1,70,25,25,0.002,145620650,62201363,tier1,Out-of-frame,4143,NA,0.36751,144395435,62433891
LIHC,BC-A10Y-01A,OAZ1,YBX2,19,17,1,-1,718,442,408,0.018,2269743,7195378,tier1,In-frame,11985,NA,0.34428,2269744,7292059
LIHC,BC-A10Y-01A,PUM2,TTLL4,2,2,-1,1,7,2,2,0.31,20550358,219591992,tier1,5UTR-5UTR,13963,NA,NA,20350597,218727269
LIHC,BC-A10Y-01A,RXRA,ALG9,9,11,1,-1,161,289,277,0.88,137218505,111657244,tier1,Out-of-frame,15205,NA,NA,134326659,111786520
LIHC,BC-A10Y-01A,STK38,TDRD7,6,9,-1,1,79,31,28,0.14,36507849,100249454,tier1,In-frame,17084,NA,NA,36540072,97487172
LIHC,BC-A10Y-01A,UBXN6,ABHD6,19,3,-1,1,55,27,26,0.048,4453927,58279316,tier1,Out-of-frame,19175,NA,NA,4453930,58293589
LIHC,BC-A10Z-01A,EPS15L1,CALR3,19,19,-1,-1,7,64,50,3.4,16582724,16594926,tier1,In-frame,5704,NA,0.36222,16471913,16484115
LIHC,BC-A10Z-01A,HGD,RABL3,3,3,-1,-1,167,209,159,0.28,120371439,120413071,tier1,In-frame,7732,NA,0.3539,120652592,120694224
LIHC,BC-A10Z-01A,INTS4,KCTD14,11,11,-1,-1,9,5,3,0.66,77702154,77728316,tier1,In-frame,8269,NA,0.33764,77991108,78017270
LIHC,BC-A10Z-01A,COMMD9,CYP19A1,11,15,-1,-1,3,18,14,3.3,36310912,51535147,tier1,CDS-5UTR,4058,NA,0.36082,36289362,51242950
LIHC,BC-A112-01A,KDM2A,C11orf80,11,11,1,1,17,5,4,0.54,66949363,66526514,tier1,CDS-5UTR,8627,NA,NA,67181892,66759043
LIHC,BC-A112-01A,PCCA,ZIC2,13,13,1,1,2,2,2,0.92,100861717,100637200,tier2,Out-of-frame,12383,NA,0.36254,100209463,99984946
LIHC,BC-A112-01A,UIMC1,MXD3,5,5,-1,-1,28,33,26,0.21,176397743,176734965,tier1,In-frame,19218,NA,NA,176970742,177307964
LIHC,BC-A112-01A,KIF20B,LIPJ,10,10,1,1,5,11,8,0.098,91505716,90362333,tier1,Out-of-frame,8969,NA,0.35548,89745959,88602576
LIHC,BC-A112-01A,PSMB2,FAM116B,1,22,-1,-1,38,34,29,0.67,36096875,50750846,tier1,In-frame,13713,NA,0.35697,35631274,50312417
LIHC,BC-A216-01A,AGPAT3,RRP1,21,21,1,1,19,14,13,0.051,45323900,45211231,tier1,5UTR-CDS,658,non-validated,0.34074,43904019,43791350
LIHC,BC-A216-01A,CLIP1,RSRC2,12,12,-1,-1,12,20,17,0.039,122907068,122999774,tier1,5UTR-CDS,3798,validated,0.36318,122422521,122515227
LIHC,BC-A216-01A,LRP6,MANSC1,12,12,-1,-1,21,22,19,0.94,12397196,12483892,tier1,Out-of-frame,9546,validated,0.36738,12244262,12330958
LIHC,BC-A216-01A,PSMA3,ACTR10,14,14,1,1,151,115,108,0.75,58714550,58697117,tier1,In-frame,13705,validated,0.37311,58247832,58230399
LIHC,BC-A216-01A,RNF215,SEC14L3,22,22,-1,-1,3,5,5,0.61,30817650,30866569,tier1,NA,14824,non-validated,NA,30421661,30470582
LIHC,BC-A216-01A,TC2N,TRIP11,14,14,-1,-1,10,6,6,0.15,92280047,92442533,tier1,In-frame,17572,validated,NA,91813703,91976189
LIHC,BC-A216-01A,ATOH8,LYG2,2,2,1,-1,2,3,2,100,85991305,99863283,tier2,Out-of-frame,1658,non-validated,0.34398,85764182,99246820
LIHC,BC-A216-01A,PLEKHA5,RASGEF1C,12,5,1,-1,11,2,1,1.9,19285384,179565058,tier2,CDS-5UTR,13003,non-validated,0.35146,19132450,180138058
LIHC,BC-A216-01A,TMPRSS6,MPST,22,22,-1,1,11,15,13,0.02,37491591,37420233,tier1,CDS-5UTR,18288,validated,NA,37095551,37024192
LIHC,BC-A216-01A,WDR59,AARSD1,16,17,-1,-1,9,6,6,0.065,75018862,41123713,tier1,In-frame,19785,validated,NA,74984964,42971696
LIHC,BC-A217-01A,ATN1,ENO2,12,12,1,1,14,20,17,0.43,7037547,7024985,tier1,5UTR-5UTR,1654,validated,0.37124,6928384,6915821
LIHC,BC-A217-01A,CARD10,LGALS2,22,22,-1,-1,67,97,83,1,37911980,37967938,tier1,In-frame,2988,validated,0.35385,37515973,37571931
LIHC,BC-A217-01A,ITGA5,GTSF1,12,12,-1,-1,235,188,165,0.89,54801433,54857081,tier1,In-frame,8382,validated,0.36781,54407649,54463297
LIHC,BC-A217-01A,PVR,IGSF23,19,19,1,1,43,35,31,0.057,45157286,45127004,tier1,In-frame,13969,non-validated,NA,44654017,44623707
LIHC,BC-A217-01A,AKAP13,MYL5,15,4,1,1,27,21,20,0.12,85924029,675682,tier1,5UTR-CDS,731,non-validated,0.37934,85380798,681893
LIHC,BC-A217-01A,MAST2,TM4SF1,1,3,1,-1,3,4,3,0.64,46295253,149093556,tier1,In-frame,10027,non-validated,0.38211,45829581,149375769
LIHC,BC-A217-01A,OAF,APOA5,11,11,1,-1,52,41,20,0.59,120082218,116661783,tier1,Out-of-frame,11978,non-validated,0.34463,120211510,116791067
LIHC,BC-A217-01A,OAF,ZNF259,11,11,1,-1,7,11,9,0.81,120082218,116658359,tier1,In-frame,11980,non-validated,0.3656,120211510,116787643
LIHC,BC-A217-01A,PAPPA2,ASTN1,1,1,1,-1,14,5,4,0.71,176640251,176863966,tier1,In-frame,12259,validated,0.36347,176671115,176894830
LIHC,BC-A217-01A,PSEN1,ACSM1,14,16,1,-1,5,2,2,0.025,73603291,20709110,tier1,NA,13698,non-validated,0.38192,73136583,20697788
LIHC,BC-A217-01A,UGT2B4,MTHFD2L,4,4,-1,1,204,109,96,0.61,70355157,75025772,tier1,CDS-5UTR,19201,validated,NA,69489439,74160055
LIHC,BC-A217-01A,WDR37,AHNAK,10,11,1,-1,87,17,14,0.25,1130478,62259303,tier1,Out-of-frame,19771,validated,NA,1084538,62491831
LIHC,BC-A3KF-01A,YEATS4,LYZ,12,12,1,1,35,29,24,0.27,69764755,69743888,tier1,In-frame,20027,NA,NA,69370975,69350108
LIHC,BC-A3KF-01A,GNB2L1,APOB,5,2,-1,-1,2,9,2,2.6,180663934,21250937,tier3,3UTR-CDS,7218,NA,0.38111,181236934,21028065
LIHC,BC-A3KF-01A,TFR2,NCOR2,7,12,-1,-1,9,7,5,0.97,100224386,124848345,tier1,Out-of-frame,17726,NA,NA,100626763,124363799
LIHC,BC-A3KG-01A,ABHD16A,VARS,6,6,-1,-1,61,24,22,4.2,31664725,31760897,tier1,In-frame,90,NA,0.34837,31696948,31793120
LIHC,BC-A3KG-01A,CBL,PDZD3,11,11,1,1,9,2,2,0.09,119077322,119059349,tier1,In-frame,3071,NA,0.38293,119206612,119188640
LIHC,BC-A3KG-01A,COBLL1,SLC38A11,2,2,-1,-1,27,26,22,0.1,165697666,165772483,tier1,In-frame,3964,NA,0.3389,164841156,164915973
LIHC,BC-A3KG-01A,SLC12A7,TERT,5,5,-1,-1,5,4,3,0.76,1111983,1282739,tier1,In-frame,16015,NA,NA,1111868,1282624
LIHC,BC-A3KG-01A,TBC1D22B,FGD2,6,6,1,1,17,9,9,1.3,37259133,36982422,tier1,In-frame,17482,NA,NA,37291357,37014646
LIHC,BC-A3KG-01A,TBCD,FOXK2,17,17,1,1,9,4,3,2.9,80861354,80559179,tier1,In-frame,17515,NA,NA,82903478,82601303
LIHC,BC-A3KG-01A,TRAF2,MAMDC4,9,9,1,1,35,20,15,0.33,139804446,139748663,tier1,Out-of-frame,18543,NA,NA,136909994,136854211
LIHC,BC-A3KG-01A,CYP4Z1,THOC4,1,17,1,-1,5,2,2,0.26,47533339,79848696,tier1,In-frame,4506,NA,0.36539,47067667,81890820
LIHC,BC-A3KG-01A,FAM160A1,CCNA2,4,4,1,-1,25,16,10,0.46,152403800,122742246,tier1,5UTR-CDS,6066,NA,0.37031,151482648,121821091
LIHC,BC-A3KG-01A,PPP6R2,CBX1,22,17,1,-1,9,9,8,0.028,50845304,46152462,tier1,In-frame,13448,NA,0.36391,50406875,48075100
LIHC,BC-A3KG-01A,ZNF410,ANKS3,14,16,1,-1,33,23,22,0.86,74364965,4748063,tier1,Out-of-frame,20486,NA,NA,73898262,4698062
LIHC,BC-A5W4-01A,UHRF2,OLFM1,9,9,1,1,5,2,2,0.32,6413643,137987710,tier1,In-frame,19216,NA,NA,6413643,135095864
LIHC,BC-A69H-01A,MAP4,GTF2H5,3,6,-1,1,50,20,20,0.67,48130263,158591502,tier1,5UTR-5UTR,9886,NA,0.36588,48088773,158170470
LIHC,BC-A69I-01A,APOA2,ITPR2,1,12,-1,-1,2,1,1,2.1,161192082,26775338,tier3,3UTR-CDS,1133,NA,0.36636,161222292,26622405
LIHC,BC-A69I-01A,EML4,VPS54,2,2,1,-1,2,2,2,0.058,42531691,64120669,tier3,In-frame,5571,NA,0.36575,42304551,63893535
LIHC,BC-A8YO-01A,GOSR1,CPD,17,17,1,1,72,49,47,0.04,28811788,28788895,tier1,In-frame,7303,NA,0.3539,30484770,30461877
LIHC,BC-A8YO-01A,HIATL1,PTPDC1,9,9,1,1,4,3,2,0.045,97209218,96857599,tier1,Out-of-frame,7748,NA,0.34271,94446936,94095317
LIHC,BC-A8YO-01A,IRF9,RNF31,14,14,1,1,180,228,200,0.79,24631533,24629448,tier1,Out-of-frame,8347,NA,0.3605,24162324,24160239
LIHC,BC-A8YO-01A,LBP,BPI,20,20,1,1,520,474,415,2.4,36983809,36952272,tier1,In-frame,9251,NA,0.34845,38355409,38323870
LIHC,BC-A8YO-01A,MED13L,HRK,12,12,-1,-1,10,22,21,0.067,116714865,117299271,tier1,CDS-3UTR,10181,NA,0.36416,116277060,116861466
LIHC,BC-A8YO-01A,MEN1,CDC42BPG,11,11,-1,-1,11,3,3,0.19,64572506,64608120,tier1,In-frame,10252,NA,0.37601,64805034,64840648
LIHC,BC-A8YO-01A,NOP2,C12orf53,12,12,-1,-1,35,20,16,1,6676982,6807270,tier1,CDS-5UTR,11644,NA,NA,6567816,6698104
LIHC,BC-A8YO-01A,WNK1,B4GALNT3,12,12,1,1,32,34,33,0.048,939326,657397,tier1,In-frame,19883,NA,NA,830160,548231
LIHC,BC-A8YO-01A,APOE,SNW1,19,14,1,-1,2,22,16,100,45412650,78189203,tier4,3UTR-CDS,1145,NA,0.37023,44909393,77722860
LIHC,BC-A8YO-01A,ARHGAP42,KMO,11,1,1,1,8,29,24,0.89,100730356,241749981,tier1,In-frame,1254,NA,0.32849,100859625,241586679
LIHC,BC-A8YO-01A,ATL3,RTN3,11,11,-1,1,11,8,7,0.03,63426233,63517463,tier1,Out-of-frame,1650,NA,0.36315,63658761,63749991
LIHC,BC-A8YO-01A,B4GALT5,TBL3,20,16,-1,1,5,3,3,0.13,48330113,2024057,tier1,Out-of-frame,1880,NA,0.36302,49713576,1974056
LIHC,BC-A8YO-01A,LPP,CLPTM1L,3,5,1,-1,2,4,4,0.47,188478070,1338097,tier2,Out-of-frame,9457,NA,0.36918,188760282,1337982
LIHC,BC-A8YO-01A,NFE2L2,TMEM194B,2,2,-1,-1,22,26,21,0.18,178129260,191390104,tier1,Out-of-frame,11459,NA,0.36849,177264532,190525378
LIHC,BC-A8YO-01A,SLC22A3,CYP20A1,6,2,1,1,5,5,5,0.39,160864774,204110569,tier1,Out-of-frame,16076,NA,NA,160443742,203245846
LIHC,BC-A8YO-01A,SLC25A44,PALM2-AKAP2,1,9,1,1,48,12,11,0.27,156164038,112918599,tier1,5UTR-CDS,16116,NA,NA,156194247,110156319
LIHC,BD-A2L6-01A,MGRN1,C16orf96,16,16,1,1,7,2,2,0.23,4675049,4621562,tier1,Out-of-frame,10325,NA,NA,4625048,4571561
LIHC,BD-A2L6-01A,HSD17B11,UGT2A3,4,4,-1,-1,99,87,71,0.69,88312013,69798477,tier1,In-frame,7973,NA,0.34154,87390861,68932759
LIHC,BD-A2L6-01A,MLLT10,MINPP1,10,10,1,1,19,11,10,0.44,21823733,89311839,tier1,Out-of-frame,10507,NA,0.36251,21534804,87552082
LIHC,BD-A3EP-01A,MYO18A,ALDOB,17,9,-1,-1,2,1,1,0.66,27423779,104198056,tier4,CDS-5UTR,10949,NA,0.35921,29096761,101435774
LIHC,BD-A3ER-01A,ARID4A,NAA30,14,14,1,1,14,19,18,0.46,58766578,57863470,tier1,In-frame,1376,NA,0.36475,58299860,57396752
LIHC,BD-A3ER-01A,MATN2,LAPTM4B,8,8,1,1,27,10,10,0.46,99019829,98863625,tier1,Out-of-frame,10032,NA,0.36306,98007601,97851397
LIHC,BD-A3ER-01A,LIPC,TCF12,15,15,1,1,3,2,2,0.64,58724319,57458600,tier1,In-frame,9366,NA,0.37092,58432120,57166402
LIHC,BW-A5NO-01A,AP2A2,AP006621.5,11,11,1,1,3,1,1,1.5,994245,783530,tier4,CDS-5UTR,1071,validated,0.35717,994245,783530
LIHC,BW-A5NO-01A,PIK3R1,RP11-404L6.2,5,5,1,1,2,3,3,0.009,67522837,67492198,tier2,CDS-5UTR,12846,non-validated,0.38077,68227009,68196370
LIHC,BW-A5NO-01A,TMEM223,SLC22A8,11,11,-1,-1,3,2,2,0.028,62559151,62761350,tier1,In-frame,18012,non-validated,NA,62791679,62993878
LIHC,BW-A5NO-01A,ACSL3,SMARCAL1,2,2,1,1,4,2,1,8.1,223795530,217341832,tier2,Out-of-frame,318,non-validated,0.34913,222930812,216477109
LIHC,BW-A5NO-01A,EP400,SDHC,12,1,1,1,2,5,4,0.62,132434581,161293404,tier2,5UTR-CDS,5619,non-validated,0.36858,131950036,161323614
LIHC,BW-A5NO-01A,KIAA0319L,CIB2,1,15,-1,-1,39,38,34,0.022,36022808,78403618,tier1,5UTR-CDS,8773,validated,0.36189,35557207,78111276
LIHC,BW-A5NO-01A,PTPN23,CCDC14,3,3,1,-1,22,9,9,0.035,47437707,123616460,tier1,NA,13828,non-validated,0.35742,47396217,123897613
LIHC,BW-A5NP-01A,KPNA3,C12orf35,13,12,-1,1,10,1,1,0.99,50306507,32145312,tier3,Out-of-frame,9097,non-validated,NA,49732371,31992378
LIHC,BW-A5NP-01A,ZNF252,TSHZ2,8,20,-1,1,15,3,2,1.5,146224989,52103683,tier1,CDS-3UTR,20417,non-validated,NA,144999603,53487144
LIHC,BW-A5NQ-01A,C5orf45,APOA2,5,1,-1,-1,10,1,1,0.83,179263802,161193418,tier4,3UTR-5UTR,2739,non-validated,NA,179836802,161223628
LIHC,CC-5258-01A,CAMSAP1L1,DHRS3,1,1,1,-1,33,17,16,0.45,200730226,12640694,tier1,In-frame,2943,NA,0.3504,200761098,12580666
LIHC,CC-5258-01A,LRRFIP2,SETD2,3,3,-1,-1,7,8,8,0.33,37216030,47088111,tier1,5UTR-CDS,9614,NA,0.36478,37174539,47046621
LIHC,CC-5258-01A,TRIM37,MSI2,17,17,-1,1,2,2,2,0.34,57148184,55478740,tier2,Out-of-frame,18645,NA,NA,59070823,57401379
LIHC,CC-5260-01A,C19orf2,RYR1,19,19,1,1,55,33,31,1.4,30433571,39038873,tier1,Out-of-frame,2560,non-validated,NA,29942664,38548233
LIHC,CC-5260-01A,MAN1A2,RNF216,1,7,1,-1,3,1,1,0.5,117911107,5817259,tier2,NA,9807,non-validated,0.36589,117368485,5777628
LIHC,CC-5260-01A,RAI1,MAN1A2,17,1,1,1,5,9,9,2.4,17585107,117944808,tier1,5UTR-CDS,14201,validated,NA,17681793,117402186
LIHC,CC-5261-01A,PPP2R5E,C14orf39,14,14,-1,-1,6,4,3,0.19,64006247,60966148,tier1,NA,13419,non-validated,NA,63539529,60499430
LIHC,CC-5261-01A,SERPINA1,PEX1,14,7,-1,-1,2,3,3,0.013,94843084,92146729,tier4,3UTR-5UTR,15661,non-validated,NA,94376747,92517415
LIHC,CC-5263-01A,ABL1,PRDM12,9,9,1,1,18,18,18,0.043,133589842,133553916,tier1,Out-of-frame,113,NA,0.3924,130714455,130678529
LIHC,CC-5263-01A,BCAR1,CFDP1,16,16,-1,-1,58,452,215,2.6,75276368,75327940,tier1,Out-of-frame,1966,NA,0.37916,75242470,75294042
LIHC,CC-5263-01A,C17orf56,SLC38A10,17,17,-1,-1,9,4,4,0.009,79207232,79246427,tier1,Out-of-frame,2506,NA,NA,81233432,81272627
LIHC,CC-5263-01A,CNN3,ALG14,1,1,-1,-1,118,87,86,0.27,95392394,95448862,tier1,In-frame,3916,NA,0.35438,94926838,94983306
LIHC,CC-5263-01A,GPR126,VTA1,6,6,1,1,14,11,11,0.068,142623468,142487365,tier1,5UTR-CDS,7359,NA,0.38285,142302331,142166228
LIHC,CC-5263-01A,KIAA1598,PDZD8,10,10,-1,-1,10,4,4,0.91,118738767,119049859,tier1,In-frame,8890,NA,0.34642,116979256,117290348
LIHC,CC-5263-01A,NECAB3,PXMP4,20,20,-1,-1,22,19,19,1.5,32257181,32302542,tier1,Out-of-frame,11322,NA,0.35091,33669375,33714736
LIHC,CC-5263-01A,PFDN2,APOA2,1,1,-1,-1,431,348,330,100,161087742,161192840,tier1,Out-of-frame,12637,NA,0.35219,161117952,161223050
LIHC,CC-5263-01A,TMCO6,C5orf32,5,5,1,1,130,96,92,1.1,140021365,139622890,tier1,Out-of-frame,17910,NA,NA,140641780,140243305
LIHC,CC-5263-01A,CLMN,VTI1B,14,14,-1,-1,31,37,37,1.2,95786048,68120215,tier1,Out-of-frame,3816,NA,0.36112,95319711,67653498
LIHC,CC-5263-01A,KIAA1109,CCNA2,4,4,1,-1,39,20,12,0.45,123075267,122742246,tier1,5UTR-CDS,8821,NA,0.36776,122154112,121821091
LIHC,CC-5263-01A,MAST4,PLIN2,5,9,1,-1,20,12,10,0.22,65892846,19131269,tier1,NA,10030,NA,0.35051,66597018,19131271
LIHC,CC-5263-01A,OCLN,GPR98,5,5,1,1,470,29,29,1.3,68788486,90261232,tier1,5UTR-CDS,12002,NA,0.37172,69492659,90965415
LIHC,CC-5264-01A,MTMR12,SPEF2,5,5,-1,1,24,29,23,1.1,32268807,35628562,tier1,In-frame,10812,NA,0.34046,32268701,35628460
LIHC,CC-5264-01A,SPEF2,SLC6A18,5,5,1,1,2,4,3,1.6,35649527,1242822,tier3,In-frame,16707,NA,NA,35649425,1242707
LIHC,CC-5264-01A,SUV420H1,CPSF7,11,11,-1,-1,21,9,3,0.067,67947599,61172176,tier1,CDS-3UTR,17206,NA,NA,68180132,61404704
LIHC,CC-5264-01A,TRIO,ZNF131,5,5,1,1,3,8,5,0.38,14143991,43161351,tier1,Out-of-frame,18677,NA,NA,14143882,43161249
LIHC,CC-A1HT-01A,SLC30A10,MEX3A,1,1,-1,-1,2,2,2,0.11,220100370,156047473,tier2,In-frame,16141,non-validated,NA,219927028,156077682
LIHC,CC-A3M9-01A,GPC6,GPC5,13,13,1,1,30,16,16,3.3,93879869,93518535,tier1,In-frame,7329,NA,0.34681,93227616,92866282
LIHC,CC-A3M9-01A,NRXN3,ADCK1,14,14,1,1,6,6,6,0.11,78710145,78397861,tier1,Out-of-frame,11766,NA,0.36707,78243802,77931518
LIHC,CC-A3M9-01A,AL137003.1,PPIL1,6,6,-1,-1,20,1,1,0.21,16753464,36839648,tier4,NA,771,NA,0.34331,16753233,36871872
LIHC,CC-A3M9-01A,COG6,GPC5,13,13,1,1,2,3,3,0.15,40301685,93518535,tier3,Out-of-frame,3981,NA,0.34909,39727548,92866282
LIHC,CC-A3M9-01A,RREB1,F13A1,6,6,1,-1,12,8,8,0.1,7108293,6318915,tier1,5UTR-5UTR,15125,NA,NA,7108060,6318682
LIHC,CC-A3MA-01A,HDAC4,THAP4,2,2,-1,-1,105,84,81,0.22,240274373,242545888,tier1,In-frame,7623,NA,0.38241,239352678,241606473
LIHC,CC-A3MA-01A,RAD52,RASSF8,12,12,-1,1,7,1,1,0.044,1098975,26208169,tier2,5UTR-5UTR,14176,NA,NA,989809,26055236
LIHC,CC-A3MA-01A,USP54,TSPAN15,10,10,-1,1,2,14,14,0.031,75385695,71243447,tier2,NA,19421,NA,NA,73625937,69483691
LIHC,CC-A3MB-01A,CENPL,KLHL20,1,1,-1,1,2,1,1,1,173776405,173720903,tier2,In-frame,3522,NA,0.35976,173807267,173751764
LIHC,CC-A3MB-01A,MTIF2,PPP3R1,2,2,-1,-1,7,10,8,0.32,55489452,68415822,tier1,In-frame,10803,NA,0.36617,55262316,68188690
LIHC,CC-A3MB-01A,TCF7L1,NFASC,2,1,1,1,4,1,1,0.32,85361573,204913354,tier4,CDS-5UTR,17600,NA,NA,85134450,204944226
LIHC,CC-A3MC-01A,ERLEC1,CHAC2,2,2,1,1,12,7,6,0.11,54021586,54001279,tier1,In-frame,5782,NA,0.32675,53794449,53774142
LIHC,CC-A3MC-01A,MYBL2,IFT52,20,20,1,1,3,4,4,0.57,42320959,42249497,tier1,In-frame,10876,NA,0.37517,43692319,43620857
LIHC,CC-A3MC-01A,VAV2,BRD3,9,9,-1,-1,5,2,2,0.16,136671203,136898827,tier1,Out-of-frame,19517,NA,NA,133806081,134033705
LIHC,CC-A3MC-01A,GNB2L1,APOB,5,2,-1,-1,2,19,11,2.6,180663934,21250937,tier3,3UTR-CDS,7219,NA,0.38111,181236934,21028065
LIHC,CC-A3MC-01A,SERPINA1,FADS2,14,11,-1,1,2,1,1,0.037,94843084,61588853,tier3,3UTR-CDS,15656,NA,NA,94376747,61821381
LIHC,CC-A5UD-01A,BAAT,STAT6,9,12,-1,-1,2,4,1,1.7,104122699,57496773,tier3,NA,1888,NA,0.37153,101360417,57102990
LIHC,CC-A5UD-01A,GNAS,BIRC6,20,2,1,1,2,58,29,2.1,57486247,32820101,tier3,3UTR-CDS,7182,NA,0.3819,58911192,32595034
LIHC,CC-A7IJ-01A,ERN1,TEX2,17,17,-1,-1,11,10,10,0.21,62157022,62272455,tier1,In-frame,5787,NA,0.38155,64079662,64195095
LIHC,CC-A7IJ-01A,DOCK1,AP3M1,10,10,1,-1,6,3,1,0.88,128926028,75898140,tier2,CDS-5UTR,5017,NA,0.37469,127127764,74138382
LIHC,CC-A7IJ-01A,KCNMA1,DOCK1,10,10,-1,1,7,4,3,0.14,78880731,129249596,tier1,Out-of-frame,8584,NA,0.3785,77120973,127451332
